id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m,default_90_12,mes_default,ead_realizado,lgd_realizado,perda_financeira
C000133,2022-08-01,35700.0,7575.54,28124.46,0.7878,36,0.01427,1004.45,0.1438,Digital,2019,3,23,CLT,6982.77,60.0,Própria,487.0,2,1,Não,0,0,,,,0.0
C000134,2022-07-01,26100.0,8033.58,18066.42,0.6922,48,0.01597,541.75,0.1061,Concessionária,2021,1,35,CLT,5107.99,43.0,Alugada,635.0,1,2,Sim,1,0,,,,0.0
C000135,2023-03-01,22900.0,4877.7,18022.3,0.787,60,0.0166,476.68,0.1757,Digital,2015,7,40,Servidor público,2713.15,43.0,Financiada,487.0,0,1,Sim,1,0,,,,0.0
C000136,2024-03-01,93800.0,26104.54,67695.46,0.7217,48,0.01656,2055.38,0.254,Correspondente bancário,2017,5,46,CLT,8091.19,91.0,Financiada,538.0,1,2,Não,0,0,,,,0.0
C000137,2022-09-01,24600.0,8856.0,15744.0,0.64,48,0.0176,488.54,0.2562,Revenda multimarca,2021,1,38,CLT,1907.06,6.0,Própria,472.0,2,1,Não,0,0,,,,0.0
C000138,2023-05-01,52100.0,15723.78,36376.22,0.6982,60,0.0181,998.89,0.2856,Correspondente bancário,2021,1,27,Servidor público,3497.19,,Familiar,646.0,0,4,Não,7,1,6.0,38332.85,0.4872,18676.86
C000139,2024-12-01,30000.0,3642.0,26358.0,0.8786,60,0.01675,699.79,0.4051,Correspondente bancário,2011,11,24,CLT,1727.3,,Alugada,564.0,2,3,Não,0,0,,,,0.0
C000140,2024-08-01,54600.0,10259.34,44340.66,0.8121,60,0.01407,1099.22,0.2285,Concessionária,2016,6,31,CLT,4810.34,7.0,Própria,576.0,2,2,Não,0,0,,,,0.0
C000141,2024-08-01,64700.0,26772.86,37927.14,0.5862,48,0.01551,1126.28,0.0612,Digital,2021,1,35,Empresário,18401.69,65.0,Própria,651.0,0,1,Não,1,0,,,,0.0
C000142,2023-07-01,118500.0,11684.1,106815.9,0.9014,48,0.01515,3147.77,0.2547,Concessionária,2021,1,65,Aposentado,12360.24,5.0,Própria,686.0,2,0,Não,2,0,,,,0.0
C000143,2023-08-01,41900.0,8367.43,33532.57,0.8003,60,0.01517,855.23,0.2316,Concessionária,2020,2,42,CLT,3692.84,4.0,Familiar,479.0,2,1,Sim,0,0,,,,0.0
C000144,2022-04-01,59700.0,19903.98,39796.02,0.6666,24,0.01416,1967.45,0.1628,Concessionária,2019,3,32,CLT,12082.89,20.0,Própria,660.0,0,3,Sim,0,0,,,,0.0
C000145,2023-04-01,22000.0,2563.0,19437.0,0.8835,36,0.01565,710.32,0.2867,Digital,2016,6,36,Autônomo,2477.47,84.0,Familiar,625.0,0,0,Sim,1,0,,,,0.0
C000146,2023-04-01,114600.0,26782.02,87817.98,0.7663,60,0.01599,2287.14,0.2373,Digital,2016,6,69,Aposentado,,30.0,Alugada,683.0,0,0,Não,1,0,,,,0.0
C000147,2024-12-01,25300.0,7835.41,17464.59,0.6903,36,0.01554,637.08,0.1677,Correspondente bancário,2013,9,48,Empresário,3799.3,22.0,Alugada,580.0,1,0,Sim,1,0,,,,0.0
C000148,2022-11-01,22000.0,4639.8,17360.2,0.7891,36,0.01668,645.31,0.0715,Correspondente bancário,2021,1,58,Empresário,9026.24,,Financiada,573.0,1,6,Sim,1,0,,,,0.0
C000149,2022-02-01,39200.0,2775.36,36424.64,0.9292,60,0.01768,989.84,0.1599,Revenda multimarca,2018,4,44,CLT,6188.75,8.0,Financiada,552.0,2,0,Não,0,0,,,,0.0
C000150,2022-04-01,28300.0,5255.31,23044.69,0.8143,60,0.01508,586.39,0.1884,Concessionária,2016,6,28,Autônomo,,24.0,Própria,764.0,2,2,Não,1,0,,,,0.0
C000151,2023-02-01,51300.0,18519.3,32780.7,0.639,36,0.01728,1230.58,0.1006,Correspondente bancário,2021,1,46,Autônomo,12230.63,,Própria,556.0,0,2,Não,0,0,,,,0.0
C000152,2024-07-01,30000.0,10722.0,19278.0,0.6426,24,0.01569,970.17,0.3393,Revenda multimarca,2014,8,28,CLT,2859.28,22.0,Própria,710.0,0,0,Não,0,0,,,,0.0
C000153,2023-06-01,41900.0,6947.02,34952.98,0.8342,60,0.01508,889.4,0.4344,Concessionária,2018,4,72,Autônomo,2047.47,5.0,Alugada,504.0,1,3,Não,2,1,8.0,35754.16,0.753,26922.59
C000154,2023-06-01,65500.0,24765.55,40734.45,0.6219,60,0.01768,1106.96,0.0489,Revenda multimarca,2018,4,32,CLT,22619.75,29.0,Própria,720.0,1,0,Não,0,0,,,,0.0
C000155,2023-02-01,32400.0,3333.96,29066.04,0.8971,36,0.01566,1062.39,0.2636,Concessionária,2017,5,54,Autônomo,4030.79,,Alugada,631.0,0,0,Não,0,0,,,,0.0
C000156,2024-10-01,31500.0,11050.2,20449.8,0.6492,24,0.01696,1044.33,0.1587,Revenda multimarca,2019,3,61,Servidor público,,134.0,Própria,540.0,1,4,Não,1,0,,,,0.0
C000157,2024-09-01,106500.0,41939.7,64560.3,0.6062,24,0.01658,3282.57,0.3117,Correspondente bancário,2021,1,30,Servidor público,,43.0,Alugada,587.0,0,1,Não,0,0,,,,0.0
C000158,2023-01-01,39900.0,2453.85,37446.15,0.9385,36,0.01313,1311.99,0.3538,Concessionária,2020,2,39,CLT,3708.17,136.0,Alugada,688.0,0,3,Não,0,0,,,,0.0
C000159,2024-09-01,67000.0,29332.6,37667.4,0.5622,24,0.01341,1845.97,0.3698,Concessionária,2021,1,31,CLT,4992.02,45.0,Familiar,527.0,1,0,Não,0,0,,,,0.0
C000160,2023-05-01,33800.0,9345.7,24454.3,0.7235,48,0.01653,742.02,0.3649,Revenda multimarca,2020,2,27,CLT,,4.0,Alugada,588.0,0,2,Não,6,1,6.0,25650.15,0.5397,13843.6
C000161,2024-09-01,43300.0,4957.85,38342.15,0.8855,36,0.01758,1446.43,0.2503,Revenda multimarca,2010,12,42,Autônomo,5778.89,19.0,Familiar,602.0,0,1,Sim,2,0,,,,0.0
C000162,2022-10-01,22000.0,1383.8,20616.2,0.9371,24,0.01494,1028.53,0.3514,Concessionária,2021,1,40,Empresário,2926.93,112.0,Alugada,512.0,1,0,Não,0,0,,,,0.0
C000163,2023-02-01,26100.0,8505.99,17594.01,0.6741,24,0.01502,878.57,0.3983,Concessionária,2017,5,39,Autônomo,2205.81,,Própria,531.0,0,3,Não,0,0,,,,0.0
C000164,2022-06-01,42200.0,18517.36,23682.64,0.5612,48,0.01796,740.4,0.1886,Revenda multimarca,2015,7,31,CLT,3926.18,40.0,Própria,561.0,1,2,Não,0,0,,,,0.0
C000165,2022-07-01,48500.0,15369.65,33130.35,0.6831,48,0.01567,987.18,0.1407,Revenda multimarca,2020,2,36,CLT,7017.99,5.0,Alugada,528.0,1,6,Não,5,1,6.0,34665.69,0.88,30505.81
C000166,2022-09-01,41900.0,6406.51,35493.49,0.8471,60,0.01778,966.94,0.2982,Revenda multimarca,2020,2,48,CLT,3242.66,88.0,Própria,,0,3,Não,0,0,,,,0.0
C000167,2022-02-01,53300.0,13687.44,39612.56,0.7432,48,0.01698,1213.37,0.2996,Correspondente bancário,2020,2,32,Autônomo,,32.0,Alugada,823.0,0,1,Não,3,1,10.0,39269.04,0.5674,22281.65
C000168,2024-07-01,29200.0,9790.76,19409.24,0.6647,36,0.01608,714.37,0.2156,Digital,2020,2,49,Empresário,3312.89,20.0,Alugada,651.0,0,1,Não,0,0,,,,0.0
C000169,2024-07-01,34500.0,6717.15,27782.85,0.8053,60,0.01619,727.26,0.2343,Concessionária,2021,1,68,Aposentado,,20.0,Própria,674.0,0,3,Não,1,0,,,,0.0
C000170,2022-05-01,79600.0,16373.72,63226.28,0.7943,48,0.01485,1851.33,0.2674,Concessionária,2021,1,33,CLT,6922.58,160.0,Alugada,666.0,0,3,Não,3,0,,,,0.0
C000171,2024-08-01,68100.0,24604.53,43495.47,0.6387,48,0.01507,1279.59,0.1605,Concessionária,2021,1,27,CLT,7971.71,12.0,Própria,916.0,0,0,Não,0,0,,,,0.0
C000172,2023-04-01,73700.0,14518.9,59181.1,0.803,60,0.01694,1578.76,0.1579,Revenda multimarca,2020,2,44,CLT,,52.0,Própria,847.0,0,1,Não,0,0,,,,0.0
C000173,2023-01-01,70600.0,17558.22,53041.78,0.7513,60,0.01639,1395.5,0.3259,Revenda multimarca,2019,3,38,Autônomo,,16.0,Própria,,0,1,Não,0,0,,,,0.0
C000174,2024-10-01,66300.0,22024.86,44275.14,0.6678,24,0.01611,2239.0,0.3959,Correspondente bancário,2019,3,23,Autônomo,5655.38,60.0,Própria,756.0,0,0,Não,0,0,,,,0.0
C000175,2024-08-01,22000.0,4226.2,17773.8,0.8079,60,0.01619,465.26,0.225,Digital,2015,7,33,Autônomo,2067.62,53.0,Alugada,927.0,0,1,Não,1,0,,,,0.0
C000176,2023-08-01,80200.0,18381.84,61818.16,0.7708,48,0.0151,1819.79,0.2514,Digital,2018,4,64,CLT,7237.82,39.0,Alugada,624.0,0,2,Não,0,0,,,,0.0
C000177,2023-12-01,31500.0,10927.35,20572.65,0.6531,60,0.01829,567.59,0.1617,Revenda multimarca,2020,2,40,Autônomo,3511.21,19.0,Alugada,707.0,0,3,Não,0,0,,,,0.0
C000178,2022-04-01,40000.0,9988.0,30012.0,0.7503,36,0.01686,1118.9,0.2338,Revenda multimarca,2019,3,41,CLT,4786.49,129.0,Alugada,646.0,0,1,Não,0,0,,,,0.0
C000179,2023-12-01,45500.0,7484.75,38015.25,0.8355,60,0.01641,1000.67,0.1746,Revenda multimarca,2017,5,51,CLT,5730.67,82.0,Financiada,553.0,1,3,Sim,0,0,,,,0.0
C000180,2022-12-01,32300.0,16980.11,15319.89,0.4743,48,0.01559,455.71,0.1721,Revenda multimarca,2020,2,40,Autônomo,2647.53,28.0,Própria,480.0,2,2,Não,0,0,,,,0.0
C000181,2024-04-01,67200.0,13883.52,53316.48,0.7934,36,0.01481,1921.43,0.2295,Concessionária,2018,4,36,Autônomo,8370.88,26.0,Própria,706.0,0,1,Sim,0,0,,,,0.0
C000182,2022-04-01,48100.0,14757.08,33342.92,0.6932,36,0.0152,1209.44,0.2625,Concessionária,2016,6,43,Autônomo,4607.46,11.0,Alugada,556.0,2,0,Não,0,0,,,,0.0
C000183,2023-06-01,38800.0,11058.0,27742.0,0.715,24,0.01573,1396.77,0.3674,Revenda multimarca,2015,7,41,Autônomo,3801.88,55.0,Própria,710.0,2,2,Não,0,0,,,,0.0
C000184,2022-09-01,64900.0,13875.62,51024.38,0.7862,24,0.0144,2529.63,0.1732,Concessionária,2021,1,28,Empresário,14603.24,7.0,Alugada,789.0,1,0,Não,0,0,,,,0.0
C000185,2023-10-01,54600.0,26814.06,27785.94,0.5089,48,0.01807,870.67,0.1805,Correspondente bancário,2018,4,35,Autônomo,4824.97,,Familiar,604.0,0,2,Não,0,0,,,,0.0
C000186,2024-09-01,22000.0,2699.4,19300.6,0.8773,48,0.01697,591.07,0.2147,Digital,2012,10,37,CLT,2752.81,40.0,Financiada,847.0,0,1,Não,0,0,,,,0.0
C000187,2022-12-01,42600.0,18603.42,23996.58,0.5633,24,0.01467,1193.42,0.2057,Correspondente bancário,2021,1,52,Aposentado,5801.8,156.0,Alugada,894.0,0,1,Não,0,0,,,,0.0
C000188,2022-08-01,51500.0,15007.1,36492.9,0.7086,36,0.01547,1329.65,0.2885,Concessionária,2014,8,24,Autônomo,4608.73,72.0,Própria,515.0,0,4,Não,0,0,,,,0.0
C000189,2023-12-01,30100.0,8253.42,21846.58,0.7258,60,0.01802,598.72,0.1498,Revenda multimarca,2019,3,32,CLT,3996.08,,Familiar,503.0,1,1,Sim,0,0,,,,0.0
C000190,2022-05-01,34100.0,4756.95,29343.05,0.8605,36,0.01665,1090.19,0.1505,Revenda multimarca,2013,9,27,CLT,7245.6,19.0,Familiar,,1,4,Não,0,0,,,,0.0
C000191,2022-12-01,62600.0,26880.44,35719.56,0.5706,48,0.01707,1096.19,0.1631,Revenda multimarca,2020,2,71,Autônomo,6720.28,6.0,Própria,490.0,1,1,Não,1,0,,,,0.0
C000192,2024-10-01,30600.0,3861.72,26738.28,0.8738,24,0.01421,1322.67,0.1745,Concessionária,2019,3,23,Empresário,7579.52,11.0,Própria,654.0,0,0,Não,0,0,,,,0.0
C000193,2024-05-01,73900.0,7087.01,66812.99,0.9041,24,0.01544,3352.65,0.1425,Revenda multimarca,2021,1,61,Empresário,23522.27,18.0,Própria,834.0,0,0,Não,0,0,,,,0.0
C000194,2023-04-01,24800.0,5532.88,19267.12,0.7769,36,0.01487,695.05,0.3781,Concessionária,2020,2,39,Autônomo,1838.34,18.0,Financiada,645.0,0,1,Não,0,0,,,,0.0
C000195,2024-01-01,26100.0,2959.74,23140.26,0.8866,60,0.01753,626.49,0.0905,Correspondente bancário,2021,1,57,Autônomo,6922.71,17.0,Própria,479.0,2,3,Sim,0,0,,,,0.0
C000196,2023-06-01,74100.0,6320.73,67779.27,0.9147,60,0.01525,1732.23,0.1503,Concessionária,2018,4,34,CLT,11526.42,65.0,Alugada,705.0,1,1,Sim,0,0,,,,0.0
C000197,2023-03-01,25500.0,7407.75,18092.25,0.7095,60,0.01787,493.99,0.1346,Digital,2019,3,42,CLT,3671.13,40.0,Própria,476.0,1,0,Não,0,0,,,,0.0
C000198,2023-11-01,41500.0,7059.15,34440.85,0.8299,36,0.01436,1231.89,0.2231,Concessionária,2019,3,25,CLT,5522.0,27.0,Alugada,823.0,1,2,Não,5,0,,,,0.0
C000199,2022-07-01,63300.0,35675.88,27624.12,0.4364,24,0.01467,1373.83,0.3702,Digital,2018,4,38,CLT,3711.44,45.0,Financiada,,0,0,Sim,0,0,,,,0.0
C000200,2023-04-01,31500.0,14071.05,17428.95,0.5533,48,0.01549,517.35,0.0574,Concessionária,2018,4,37,CLT,9020.36,9.0,Familiar,716.0,0,3,Não,0,0,,,,0.0
C000201,2024-09-01,41200.0,20892.52,20307.48,0.4929,48,0.01798,635.14,0.1719,Revenda multimarca,2018,4,37,Autônomo,3695.84,15.0,Familiar,554.0,0,0,Não,0,0,,,,0.0
C000202,2023-05-01,62400.0,4561.44,57838.56,0.9269,48,0.01576,1726.7,0.2224,Correspondente bancário,2019,3,61,CLT,7765.64,,Própria,486.0,1,1,Sim,2,0,,,,0.0
C000203,2022-08-01,45700.0,11009.13,34690.87,0.7591,60,0.01609,905.79,0.1185,Digital,2015,7,44,Servidor público,7644.77,80.0,Própria,485.0,0,2,Não,0,0,,,,0.0
C000204,2024-07-01,70300.0,13223.43,57076.57,0.8119,60,0.01568,1474.83,0.1297,Concessionária,2019,3,28,CLT,11372.43,14.0,Própria,763.0,0,0,Não,6,1,8.0,58509.36,0.696,40721.29
C000205,2024-03-01,67400.0,19262.92,48137.08,0.7142,24,0.0136,2364.31,0.2408,Concessionária,2021,1,55,Servidor público,9818.57,175.0,Familiar,513.0,1,2,Não,0,0,,,,0.0
C000206,2022-10-01,89100.0,14986.62,74113.38,0.8318,60,0.01559,1910.65,0.2452,Digital,2019,3,36,Empresário,7791.52,94.0,Alugada,683.0,0,2,Sim,0,0,,,,0.0
C000207,2022-09-01,54200.0,6617.82,47582.18,0.8779,60,0.01512,1212.01,0.2838,Concessionária,2018,4,30,CLT,4271.25,19.0,Financiada,606.0,1,0,Não,2,0,,,,0.0
C000208,2022-01-01,24700.0,5932.94,18767.06,0.7598,24,0.01413,927.49,0.1821,Concessionária,2016,6,38,CLT,5092.8,34.0,Financiada,807.0,0,1,Não,1,0,,,,0.0
C000209,2022-11-01,23200.0,7672.24,15527.76,0.6693,48,0.01514,457.49,0.2249,Concessionária,2020,2,34,CLT,2034.59,25.0,Alugada,707.0,1,1,Não,0,0,,,,0.0
C000210,2022-06-01,35400.0,11855.46,23544.54,0.6651,48,0.0153,696.06,0.2223,Concessionária,2019,3,28,CLT,3131.38,120.0,Própria,531.0,1,3,Não,0,0,,,,0.0
C000211,2022-10-01,28500.0,14067.6,14432.4,0.5064,48,0.01527,426.4,0.1851,Concessionária,2021,1,29,CLT,2304.01,45.0,Própria,625.0,2,1,Não,1,0,,,,0.0
C000212,2024-02-01,56500.0,21114.05,35385.95,0.6263,48,0.01772,1100.78,0.1414,Revenda multimarca,2012,10,31,CLT,7785.77,,Própria,,1,0,Não,1,1,8.0,36234.13,0.8076,29261.6
C000213,2022-04-01,36500.0,7865.75,28634.25,0.7845,36,0.01423,1021.97,0.3177,Concessionária,2019,3,26,CLT,3217.02,51.0,Alugada,519.0,2,2,Não,1,0,,,,0.0
C000214,2024-02-01,22000.0,5999.4,16000.6,0.7273,48,0.01576,477.68,0.2524,Concessionária,2020,2,25,CLT,1892.79,13.0,Própria,820.0,1,3,Não,1,0,,,,0.0
C000215,2022-12-01,65000.0,20299.5,44700.5,0.6877,36,0.01451,1602.88,0.1635,Concessionária,2020,2,26,Empresário,9803.73,,Alugada,871.0,0,2,Não,0,0,,,,0.0
C000216,2023-07-01,23900.0,3107.0,20793.0,0.87,36,0.01762,784.92,0.3081,Revenda multimarca,2017,5,28,CLT,2547.95,52.0,Própria,677.0,0,2,Não,4,1,10.0,20058.45,0.88,17651.43
C000217,2023-06-01,27100.0,7774.99,19325.01,0.7131,36,0.01564,706.11,0.1659,Digital,2017,5,49,CLT,4256.15,107.0,Familiar,571.0,1,1,Não,0,0,,,,0.0
C000218,2023-08-01,44600.0,19374.24,25225.76,0.5656,36,0.01694,941.7,0.0534,Revenda multimarca,2020,2,51,CLT,17624.92,27.0,Própria,807.0,0,1,Não,1,0,,,,0.0
C000219,2024-11-01,22000.0,3256.0,18744.0,0.852,48,0.01457,545.56,0.1858,Concessionária,2013,9,31,Autônomo,2936.1,20.0,Própria,597.0,1,0,Não,2,0,,,,0.0
C000220,2024-05-01,54200.0,18661.06,35538.94,0.6557,36,0.01764,1342.0,0.1095,Revenda multimarca,2022,0,24,CLT,12255.47,19.0,Financiada,565.0,2,2,Não,1,0,,,,0.0
C000221,2023-11-01,57600.0,11623.68,45976.32,0.7982,60,0.01675,1220.65,0.2818,Revenda multimarca,2016,6,29,Autônomo,4331.24,68.0,Própria,617.0,0,1,Não,0,0,,,,0.0
C000222,2022-06-01,43000.0,14706.0,28294.0,0.658,24,0.01322,1383.52,0.2282,Concessionária,2021,1,31,Autônomo,6063.78,7.0,Alugada,820.0,0,2,Não,0,0,,,,0.0
C000223,2022-04-01,27300.0,4097.73,23202.27,0.8499,60,0.01643,611.06,0.1803,Concessionária,2016,6,29,Autônomo,,49.0,Alugada,617.0,2,3,Não,0,0,,,,0.0
C000224,2023-11-01,53100.0,13885.65,39214.35,0.7385,24,0.01385,1931.69,0.2037,Concessionária,2019,3,36,CLT,9485.18,,Alugada,712.0,0,0,Não,0,0,,,,0.0
C000225,2023-08-01,43100.0,15998.72,27101.28,0.6288,36,0.0169,1011.05,0.1817,Revenda multimarca,2015,7,30,Empresário,5563.88,,Alugada,472.0,2,2,Não,0,0,,,,0.0
C000226,2023-01-01,51000.0,17661.3,33338.7,0.6537,48,0.01528,985.19,0.1111,Concessionária,2018,4,51,Servidor público,8871.55,244.0,Familiar,674.0,1,1,Não,0,0,,,,0.0
C000227,2022-10-01,54900.0,27708.03,27191.97,0.4953,24,0.01481,1354.54,0.219,Correspondente bancário,2016,6,33,CLT,6185.17,46.0,Alugada,738.0,0,2,Não,1,0,,,,0.0
C000228,2023-02-01,25800.0,15294.24,10505.76,0.4072,24,0.01593,530.17,0.0898,Correspondente bancário,2018,4,36,CLT,5906.98,48.0,Financiada,670.0,1,2,Não,4,1,5.0,11364.87,0.531,6034.7
C000229,2022-02-01,55300.0,5402.81,49897.19,0.9023,48,0.01805,1562.87,0.1573,Revenda multimarca,2019,3,43,Autônomo,9934.9,22.0,Familiar,628.0,1,6,Não,0,0,,,,0.0
C000230,2023-08-01,28200.0,12706.92,15493.08,0.5494,24,0.01259,752.0,0.1568,Concessionária,2020,2,71,Autônomo,,54.0,Própria,479.0,2,1,Não,5,0,,,,0.0
C000231,2024-09-01,103400.0,36086.6,67313.4,0.651,60,0.01497,1708.0,0.1064,Concessionária,2020,2,37,Servidor público,,189.0,Alugada,615.0,2,0,Não,0,0,,,,0.0
C000232,2022-11-01,87800.0,59783.02,28016.98,0.3191,60,0.0193,792.39,0.0398,Revenda multimarca,2022,0,67,Aposentado,19924.6,40.0,Financiada,862.0,0,1,Não,0,0,,,,0.0
C000233,2024-10-01,40000.0,3108.0,36892.0,0.9223,60,0.01803,1011.3,0.1597,Revenda multimarca,2021,1,46,Empresário,6334.03,75.0,Alugada,469.0,1,3,Não,0,0,,,,0.0
C000234,2023-02-01,70900.0,24198.17,46701.83,0.6587,48,0.01521,1378.02,0.2842,Concessionária,2020,2,23,CLT,4849.03,14.0,Familiar,630.0,2,0,Não,0,0,,,,0.0
C000235,2023-02-01,38700.0,20007.9,18692.1,0.483,48,0.01521,551.54,0.1211,Concessionária,2020,2,23,Autônomo,4553.79,56.0,Financiada,912.0,0,0,Não,1,0,,,,0.0
C000236,2024-11-01,49800.0,4511.88,45288.12,0.9094,48,0.01701,1388.09,0.1528,Correspondente bancário,2020,2,67,CLT,9082.95,81.0,Própria,605.0,0,1,Não,0,0,,,,0.0
C000237,2024-08-01,26700.0,2947.68,23752.32,0.8896,48,0.01478,694.45,0.1803,Concessionária,2019,3,75,Autônomo,3850.95,1.0,Financiada,817.0,0,0,Não,1,0,,,,0.0
C000238,2023-06-01,52600.0,10130.76,42469.24,0.8074,36,0.01436,1519.05,0.1153,Concessionária,2021,1,44,Servidor público,13172.48,108.0,Alugada,767.0,0,3,Não,0,0,,,,0.0
C000239,2023-05-01,22900.0,6586.04,16313.96,0.7124,24,0.01408,805.78,0.2142,Concessionária,2021,1,53,CLT,3761.91,,Própria,747.0,0,1,Não,0,1,7.0,16377.85,0.6322,10354.83
C000240,2022-07-01,45800.0,28652.48,17147.52,0.3744,60,0.01444,429.19,0.184,Correspondente bancário,2016,6,24,Autônomo,2332.74,4.0,Financiada,508.0,0,5,Não,1,0,,,,0.0
C000241,2023-01-01,52400.0,19293.68,33106.32,0.6318,48,0.0159,991.28,0.0869,Concessionária,2021,1,24,CLT,11409.3,18.0,Familiar,674.0,0,0,Não,6,1,8.0,33680.61,0.3767,12687.68
C000242,2022-02-01,117200.0,62772.32,54427.68,0.4644,24,0.01537,2728.94,0.3744,Revenda multimarca,2021,1,45,Servidor público,7288.26,2.0,Própria,768.0,0,1,Não,1,0,,,,0.0
C000243,2023-06-01,32800.0,1643.28,31156.72,0.9499,36,0.01704,1165.02,0.2732,Revenda multimarca,2017,5,45,Autônomo,,47.0,Própria,712.0,0,1,Não,0,0,,,,0.0
C000244,2024-06-01,65000.0,8417.5,56582.5,0.8705,24,0.01374,2783.67,0.3105,Correspondente bancário,2021,1,26,Servidor público,8965.04,14.0,Própria,,2,0,Não,0,0,,,,0.0
C000245,2024-07-01,32900.0,7030.73,25869.27,0.7863,36,0.01532,940.23,0.3385,Digital,2020,2,25,CLT,2777.62,82.0,Financiada,827.0,0,2,Não,0,0,,,,0.0
C000246,2024-05-01,22000.0,1729.2,20270.8,0.9214,48,0.0179,632.94,0.1598,Revenda multimarca,2019,3,48,CLT,3961.83,11.0,Própria,630.0,0,3,Não,0,0,,,,0.0
C000247,2023-07-01,43600.0,7525.36,36074.64,0.8274,24,0.01546,1810.63,0.3692,Concessionária,2020,2,28,CLT,4903.84,,Alugada,871.0,1,0,Não,1,0,,,,0.0
C000248,2022-04-01,63600.0,15346.68,48253.32,0.7587,60,0.01483,1219.97,0.339,Concessionária,2015,7,27,CLT,3599.06,20.0,Própria,744.0,0,1,Não,1,1,3.0,51913.23,0.7112,36919.3
C000249,2023-03-01,26300.0,6198.91,20101.09,0.7643,36,0.01705,751.75,0.0853,Revenda multimarca,2020,2,42,CLT,8809.06,30.0,Própria,815.0,0,1,Não,0,0,,,,0.0
C000250,2023-01-01,26300.0,3321.69,22978.31,0.8737,24,0.01334,1125.18,0.3734,Concessionária,2021,1,25,CLT,3013.26,20.0,Financiada,555.0,1,0,Não,0,0,,,,0.0
C000251,2022-09-01,99500.0,48884.35,50615.65,0.5087,36,0.01784,1917.57,0.1865,Correspondente bancário,2018,4,30,Autônomo,10282.44,38.0,Alugada,703.0,0,3,Sim,1,0,,,,0.0
C000252,2024-01-01,35800.0,7435.66,28364.34,0.7923,48,0.0146,826.1,0.2043,Concessionária,2021,1,35,CLT,4042.95,35.0,Financiada,680.0,0,2,Não,0,0,,,,0.0
C000253,2022-08-01,29200.0,5743.64,23456.36,0.8033,48,0.01867,744.17,0.0752,Revenda multimarca,2017,5,29,Servidor público,9890.49,28.0,Financiada,540.0,2,7,Não,0,0,,,,0.0
C000254,2024-06-01,52100.0,11988.21,40111.79,0.7699,48,0.01507,1180.05,0.1869,Digital,2021,1,39,Autônomo,6313.16,13.0,Familiar,638.0,0,1,Não,3,0,,,,0.0
C000255,2024-01-01,41000.0,9147.1,31852.9,0.7769,48,0.01488,933.28,0.3542,Concessionária,2014,8,31,Autônomo,2635.24,33.0,Alugada,714.0,0,1,Não,0,0,,,,0.0
C000256,2022-11-01,91100.0,10257.86,80842.14,0.8874,48,0.01644,2448.36,0.3152,Concessionária,2020,2,31,CLT,7766.64,64.0,Própria,768.0,0,2,Não,1,0,,,,0.0
C000257,2023-08-01,33600.0,7435.68,26164.32,0.7787,48,0.01414,754.54,0.133,Concessionária,2018,4,44,Empresário,5674.99,84.0,Familiar,830.0,1,1,Não,0,0,,,,0.0
C000258,2022-01-01,22000.0,9796.6,12203.4,0.5547,48,0.01581,364.7,0.1194,Correspondente bancário,2020,2,39,Autônomo,3053.47,61.0,Financiada,621.0,1,2,Sim,0,0,,,,0.0
C000259,2023-09-01,50400.0,5251.68,45148.32,0.8958,36,0.01497,1631.4,0.2195,Concessionária,2020,2,38,Autônomo,7431.18,51.0,Própria,657.0,0,3,Não,0,0,,,,0.0
C000260,2022-03-01,28200.0,10157.64,18042.36,0.6398,36,0.01502,652.49,0.0678,Digital,2020,2,62,Autônomo,9618.01,17.0,Financiada,744.0,0,1,Não,0,0,,,,0.0
C000261,2024-01-01,22000.0,8709.8,13290.2,0.6041,60,0.0166,351.52,0.0978,Correspondente bancário,2017,5,40,Empresário,3592.74,16.0,Financiada,620.0,0,1,Não,5,0,,,,0.0
C000262,2024-07-01,116700.0,20364.15,96335.85,0.8255,60,0.01684,2563.47,0.3109,Revenda multimarca,2019,3,47,CLT,8246.6,,Alugada,578.0,1,2,Não,1,0,,,,0.0
C000263,2024-09-01,29500.0,1787.7,27712.3,0.9394,60,0.016,721.93,0.2143,Concessionária,2014,8,28,Servidor público,3368.73,55.0,Própria,827.0,0,1,Sim,0,0,,,,0.0
C000264,2022-02-01,28000.0,5138.0,22862.0,0.8165,60,0.01647,602.7,0.1116,Concessionária,2011,11,45,Autônomo,5398.83,100.0,Financiada,760.0,0,2,Não,1,0,,,,0.0
C000265,2023-11-01,38500.0,6314.0,32186.0,0.836,48,0.01708,987.96,0.14,Correspondente bancário,2018,4,65,Aposentado,7057.66,280.0,Própria,602.0,2,2,Não,0,0,,,,0.0
C000266,2022-01-01,38400.0,2933.76,35466.24,0.9236,60,0.01547,911.53,0.0799,Concessionária,2019,3,37,CLT,,23.0,Própria,584.0,2,0,Sim,0,0,,,,0.0
