id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
T000148,2025-05-01,30300.0,7705.29,22594.71,0.7457,60,0.01727,607.76,0.1652,Concessionária,2023,2,29,CLT,3679.51,41.0,Financiada,597.0,1,3,Não,0
T000149,2025-02-01,30300.0,6578.13,23721.87,0.7829,36,0.01734,891.39,0.3447,Revenda multimarca,2016,9,23,CLT,2586.02,52.0,Financiada,554.0,0,2,Não,0
T000150,2025-06-01,26800.0,9497.92,17302.08,0.6456,36,0.01466,621.98,0.3686,Digital,2017,8,44,CLT,1687.24,6.0,Financiada,568.0,1,3,Sim,0
T000151,2025-06-01,43400.0,16709.0,26691.0,0.615,60,0.01736,719.56,0.1424,Concessionária,2024,1,25,CLT,5051.8,,Alugada,756.0,0,0,Não,0
T000152,2025-01-01,71600.0,19926.28,51673.72,0.7217,36,0.01712,1934.73,0.3837,Correspondente bancário,2017,8,35,Empresário,5042.05,32.0,Alugada,626.0,2,0,Não,0
T000153,2025-04-01,34100.0,5401.44,28698.56,0.8416,48,0.01576,856.76,0.102,Revenda multimarca,2023,2,44,CLT,8400.87,17.0,Financiada,537.0,2,0,Não,0
T000154,2025-06-01,51700.0,36034.9,15665.1,0.303,24,0.01577,789.08,0.21,Correspondente bancário,2018,7,26,Autônomo,3757.33,15.0,Financiada,813.0,2,2,Não,0
T000155,2025-04-01,33800.0,4769.18,29030.82,0.8589,24,0.01481,1446.14,0.2753,Concessionária,2017,8,64,Aposentado,5252.91,22.0,Financiada,748.0,0,2,Não,0
T000156,2025-01-01,27500.0,4941.75,22558.25,0.8203,36,0.01565,824.39,0.2206,Concessionária,2025,0,59,CLT,3737.02,9.0,Financiada,688.0,0,2,Não,0
T000157,2025-02-01,53200.0,6346.76,46853.24,0.8807,60,0.01683,1246.44,0.2355,Concessionária,2023,2,31,CLT,5293.29,32.0,Familiar,690.0,0,1,Não,0
T000158,2025-01-01,48500.0,22174.2,26325.8,0.5428,24,0.01603,1330.07,0.1834,Revenda multimarca,2019,6,41,CLT,7251.48,41.0,Familiar,545.0,0,2,Não,0
T000159,2025-04-01,33500.0,5705.05,27794.95,0.8297,24,0.01395,1370.78,0.4414,Concessionária,2013,12,59,CLT,3105.29,20.0,Alugada,681.0,0,1,Não,0
T000160,2025-02-01,35700.0,11199.09,24500.91,0.6863,60,0.01774,666.81,0.337,Concessionária,2016,9,28,Autônomo,1978.47,56.0,Própria,554.0,2,4,Sim,0
T000161,2025-06-01,58900.0,25698.07,33201.93,0.5637,48,0.01408,956.26,0.2161,Concessionária,2013,12,39,CLT,4424.79,,Alugada,529.0,1,3,Não,0
T000162,2025-02-01,43000.0,23478.0,19522.0,0.454,36,0.01502,706.0,0.2634,Correspondente bancário,2023,2,50,Autônomo,2680.15,41.0,Alugada,701.0,0,0,Não,0
T000163,2025-02-01,51300.0,27881.55,23418.45,0.4565,48,0.01571,698.39,0.1408,Concessionária,2024,1,38,CLT,4958.87,54.0,Alugada,842.0,1,1,Não,0
T000164,2025-05-01,76800.0,11942.4,64857.6,0.8445,24,0.01471,3227.06,0.4131,Digital,2023,2,43,CLT,7811.17,,Alugada,543.0,1,1,Não,0
T000165,2025-05-01,39600.0,14762.88,24837.12,0.6272,48,0.01593,744.15,0.1053,Digital,2014,11,53,CLT,7068.84,45.0,Própria,583.0,0,0,Não,0
T000166,2025-01-01,44900.0,21197.29,23702.71,0.5279,24,0.0145,1176.48,0.3913,Concessionária,2020,5,47,Autônomo,3006.44,6.0,Financiada,739.0,1,0,Não,0
T000167,2025-06-01,52700.0,12864.07,39835.93,0.7559,24,0.01382,1961.63,0.3893,Concessionária,2019,6,65,Aposentado,5039.38,69.0,Alugada,671.0,2,1,Não,0
T000168,2025-05-01,32400.0,3994.92,28405.08,0.8767,60,0.01626,744.87,0.2365,Correspondente bancário,2019,6,26,CLT,3149.36,5.0,Alugada,515.0,2,3,Não,0
T000169,2025-03-01,43000.0,5164.3,37835.7,0.8799,36,0.01562,1382.01,0.3532,Digital,2024,1,41,Autônomo,3912.8,55.0,Própria,634.0,1,0,Não,0
T000170,2025-03-01,51900.0,5439.12,46460.88,0.8952,48,0.01685,1419.27,0.0909,Digital,2022,3,46,CLT,,26.0,Financiada,603.0,0,0,Não,0
T000171,2025-02-01,26900.0,5404.21,21495.79,0.7991,36,0.01469,773.12,0.2043,Concessionária,2018,7,32,CLT,3784.21,20.0,Própria,463.0,1,2,Não,0
T000172,2025-05-01,44400.0,2393.16,42006.84,0.9461,36,0.01498,1518.14,0.2873,Concessionária,2022,3,31,CLT,5284.91,44.0,Alugada,602.0,0,2,Não,0
T000173,2025-04-01,54000.0,9401.4,44598.6,0.8259,48,0.01519,1315.4,0.313,Concessionária,2020,5,34,CLT,4202.04,9.0,Alugada,537.0,0,2,Não,0
T000174,2025-01-01,117000.0,29074.5,87925.5,0.7515,60,0.01639,2313.28,0.1912,Concessionária,2025,0,41,Servidor público,12099.5,86.0,Financiada,691.0,1,1,Não,0
T000175,2025-06-01,60500.0,11035.2,49464.8,0.8176,24,0.01371,2432.65,0.3326,Digital,2023,2,39,CLT,7313.04,29.0,Financiada,479.0,2,2,Não,0
T000176,2025-02-01,22000.0,10179.4,11820.6,0.5373,48,0.01475,345.38,0.1406,Concessionária,2021,4,25,CLT,2456.16,,Financiada,591.0,1,4,Não,0
T000177,2025-04-01,40400.0,19642.48,20757.52,0.5138,48,0.01513,611.45,0.168,Digital,2024,1,28,Autônomo,3638.97,4.0,Financiada,729.0,0,1,Não,0
T000178,2025-05-01,22000.0,8388.6,13611.4,0.6187,60,0.01457,341.83,0.1021,Concessionária,2020,5,46,CLT,,21.0,Financiada,703.0,0,0,Não,0
T000179,2025-01-01,56400.0,4297.68,52102.32,0.9238,60,0.01621,1364.55,0.3602,Concessionária,2018,7,23,CLT,3788.74,37.0,Familiar,535.0,2,2,Não,0
T000180,2025-04-01,65400.0,12242.88,53157.12,0.8128,24,0.01368,2613.32,0.1585,Digital,2023,2,50,Empresário,16487.58,8.0,Própria,658.0,2,1,Não,0
T000181,2025-05-01,71400.0,24782.94,46617.06,0.6529,48,0.01537,1380.22,0.1013,Concessionária,2025,0,33,CLT,13624.53,15.0,Alugada,736.0,0,1,Não,0
T000182,2025-06-01,24800.0,3372.8,21427.2,0.864,48,0.01623,646.07,0.0763,Revenda multimarca,2024,1,38,CLT,8466.35,,Própria,599.0,0,3,Não,0
T000183,2025-05-01,62900.0,8416.02,54483.98,0.8662,48,0.01677,1661.57,0.2711,Revenda multimarca,2021,4,44,CLT,6128.01,77.0,Familiar,577.0,1,1,Sim,0
T000184,2025-04-01,22800.0,4377.6,18422.4,0.808,60,0.01829,508.26,0.081,Revenda multimarca,2023,2,31,CLT,6274.88,,Familiar,496.0,0,0,Não,0
T000185,2025-04-01,27400.0,9159.82,18240.18,0.6657,36,0.01632,674.01,0.1806,Concessionária,2021,4,54,CLT,3732.9,70.0,Própria,697.0,0,1,Não,0
T000186,2025-06-01,61000.0,28975.0,32025.0,0.525,48,0.01549,950.6,0.1574,Concessionária,2022,3,26,CLT,6039.5,96.0,Alugada,792.0,0,0,Não,0
T000187,2025-05-01,42400.0,14237.92,28162.08,0.6642,24,0.01485,1403.52,0.1751,Digital,2017,8,41,Servidor público,8015.51,67.0,Alugada,749.0,0,1,Não,0
T000188,2025-02-01,52100.0,13077.1,39022.9,0.749,60,0.01588,1013.48,0.1487,Correspondente bancário,2022,3,38,CLT,6814.1,41.0,Alugada,506.0,1,2,Não,0
T000189,2025-01-01,40800.0,8637.36,32162.64,0.7883,60,0.01588,835.31,0.2127,Concessionária,2022,3,25,CLT,3927.48,65.0,Própria,668.0,0,0,Não,0
T000190,2025-06-01,24100.0,5504.44,18595.56,0.7716,24,0.01636,943.1,0.288,Correspondente bancário,2021,4,42,CLT,3274.11,12.0,Alugada,634.0,1,1,Sim,0
T000191,2025-01-01,27400.0,15467.3,11932.7,0.4355,24,0.0163,604.76,0.1132,Revenda multimarca,2024,1,43,Servidor público,5340.91,,Familiar,582.0,1,3,Não,0
T000192,2025-06-01,64800.0,17184.96,47615.04,0.7348,48,0.01377,1362.24,0.2078,Concessionária,2020,5,36,CLT,6554.6,15.0,Alugada,501.0,1,1,Não,0
T000193,2025-04-01,32000.0,5884.8,26115.2,0.8161,60,0.01795,714.46,0.1345,Revenda multimarca,2020,5,50,Servidor público,5312.13,92.0,Alugada,479.0,0,1,Não,0
T000194,2025-03-01,29200.0,13347.32,15852.68,0.5429,60,0.01556,408.37,0.1244,Concessionária,2017,8,36,CLT,3283.27,43.0,Alugada,602.0,2,0,Sim,0
T000195,2025-04-01,31800.0,4951.26,26848.74,0.8443,48,0.01654,814.84,0.2559,Correspondente bancário,2020,5,39,Autônomo,3184.61,41.0,Financiada,630.0,0,2,Não,0
T000196,2025-03-01,94200.0,48399.96,45800.04,0.4862,48,0.01645,1387.38,0.2167,Concessionária,2023,2,42,Autônomo,6401.66,,Familiar,823.0,0,0,Não,0
T000197,2025-06-01,22500.0,5256.0,17244.0,0.7664,36,0.01697,644.05,0.095,Correspondente bancário,2022,3,34,CLT,6777.38,49.0,Familiar,636.0,0,1,Não,0
T000198,2025-04-01,56200.0,40761.86,15438.14,0.2747,48,0.01438,447.52,0.1117,Concessionária,2013,12,29,Servidor público,4005.82,132.0,Própria,,0,0,Não,0
T000199,2025-02-01,27100.0,2796.72,24303.28,0.8968,36,0.01508,879.79,0.3,Digital,2023,2,33,Servidor público,2932.19,111.0,Própria,662.0,0,0,Não,0
T000200,2025-01-01,48800.0,7378.56,41421.44,0.8488,48,0.01664,1259.76,0.1781,Digital,2023,2,53,CLT,7071.57,34.0,Própria,552.0,0,0,Não,0
T000201,2025-06-01,47400.0,2825.04,44574.96,0.9404,36,0.01572,1630.88,0.1614,Digital,2015,10,54,Aposentado,10105.81,25.0,Própria,595.0,0,2,Não,0
T000202,2025-06-01,46400.0,25580.32,20819.68,0.4487,36,0.01533,756.82,0.2664,Revenda multimarca,2020,5,36,Autônomo,2840.82,21.0,Financiada,,0,3,Não,0
T000203,2025-04-01,95900.0,29776.95,66123.05,0.6895,36,0.01482,2383.35,0.1774,Correspondente bancário,2020,5,55,Empresário,13437.24,,Própria,532.0,1,3,Sim,0
T000204,2025-05-01,69100.0,27985.5,41114.5,0.595,48,0.01539,1217.82,0.1691,Concessionária,2022,3,26,Empresário,7202.07,23.0,Alugada,770.0,0,2,Não,0
T000205,2025-02-01,27500.0,5874.0,21626.0,0.7864,48,0.01443,627.56,0.1366,Concessionária,2017,8,41,CLT,4593.87,25.0,Alugada,538.0,1,1,Não,0
T000206,2025-01-01,24000.0,7396.8,16603.2,0.6918,24,0.01656,844.0,0.3825,Revenda multimarca,2013,12,45,CLT,2206.25,60.0,Financiada,551.0,0,3,Não,0
T000207,2025-05-01,105000.0,14689.5,90310.5,0.8601,24,0.01522,4520.2,0.2425,Digital,2024,1,44,CLT,18641.97,113.0,Própria,1000.0,0,2,Não,0
T000208,2025-01-01,33300.0,5094.9,28205.1,0.847,36,0.01633,1042.41,0.1886,Revenda multimarca,2021,4,44,Autônomo,,47.0,Familiar,837.0,0,1,Não,0
T000209,2025-06-01,22000.0,3731.2,18268.8,0.8304,60,0.0149,462.72,0.1433,Concessionária,2021,4,46,CLT,3229.41,28.0,Financiada,512.0,1,3,Não,0
T000210,2025-03-01,45400.0,10855.14,34544.86,0.7609,48,0.01521,1019.31,0.2352,Concessionária,2013,12,45,CLT,4333.22,8.0,Própria,561.0,1,0,Não,0
T000211,2025-03-01,96200.0,24540.62,71659.38,0.7449,24,0.01493,3574.62,0.2198,Concessionária,2024,1,44,CLT,16262.48,27.0,Própria,878.0,0,1,Não,0
T000212,2025-04-01,36300.0,2958.45,33341.55,0.9185,36,0.01579,1221.29,0.1634,Digital,2022,3,35,CLT,7473.06,50.0,Alugada,705.0,0,2,Não,0
T000213,2025-04-01,42400.0,10498.24,31901.76,0.7524,36,0.01616,1175.72,0.2938,Revenda multimarca,2024,1,42,Autônomo,4001.26,5.0,Financiada,660.0,1,2,Não,0
T000214,2025-02-01,60000.0,7734.0,52266.0,0.8711,36,0.01349,1842.37,0.425,Concessionária,2025,0,33,Autônomo,4335.23,23.0,Financiada,916.0,0,0,Sim,0
T000215,2025-05-01,23400.0,3680.82,19719.18,0.8427,24,0.01404,973.52,0.1699,Revenda multimarca,2021,4,42,Autônomo,5730.7,23.0,Alugada,509.0,2,0,Não,0
T000216,2025-01-01,27000.0,4684.5,22315.5,0.8265,48,0.01731,688.28,0.2102,Revenda multimarca,2016,9,40,Autônomo,3275.11,34.0,Alugada,600.0,2,1,Não,0
T000217,2025-02-01,30200.0,9818.02,20381.98,0.6749,36,0.01636,753.65,0.2382,Digital,2022,3,26,Autônomo,3164.49,96.0,Alugada,514.0,1,3,Não,0
T000218,2025-06-01,56500.0,15803.05,40696.95,0.7203,48,0.01626,1227.87,0.2661,Concessionária,2022,3,62,Autônomo,4613.74,31.0,Familiar,528.0,0,0,Não,0
T000219,2025-06-01,91300.0,7879.19,83420.81,0.9137,48,0.01788,2603.69,0.3316,Revenda multimarca,2023,2,33,CLT,7851.43,96.0,Alugada,720.0,2,1,Não,0
T000220,2025-05-01,49200.0,16826.4,32373.6,0.658,24,0.01484,1613.22,0.3598,Revenda multimarca,2020,5,30,Autônomo,4483.23,42.0,Alugada,713.0,0,4,Não,0
T000221,2025-02-01,124300.0,30068.17,94231.83,0.7581,24,0.018,4869.98,0.1707,Revenda multimarca,2019,6,52,Empresário,28531.41,28.0,Alugada,500.0,1,0,Não,0
T000222,2025-03-01,40900.0,3263.82,37636.18,0.9202,36,0.01629,1390.04,0.2311,Revenda multimarca,2020,5,49,Servidor público,6015.86,142.0,Alugada,475.0,1,1,Não,0
T000223,2025-03-01,24700.0,9393.41,15306.59,0.6197,36,0.0143,546.94,0.2599,Concessionária,2021,4,26,CLT,2104.29,54.0,Financiada,,1,4,Não,0
T000224,2025-05-01,22000.0,6298.6,15701.4,0.7137,60,0.0151,399.74,0.0595,Concessionária,2022,3,40,CLT,6713.37,,Financiada,529.0,2,1,Sim,0
T000225,2025-05-01,44400.0,8564.76,35835.24,0.8071,48,0.01482,1048.62,0.0708,Digital,2024,1,54,CLT,14817.58,18.0,Alugada,642.0,0,0,Não,0
T000226,2025-05-01,106800.0,8800.32,97999.68,0.9176,48,0.01679,2989.9,0.116,Revenda multimarca,2024,1,46,CLT,,28.0,Própria,944.0,0,0,Não,0
T000227,2025-06-01,40700.0,12340.24,28359.76,0.6968,48,0.01554,842.7,0.1415,Digital,2022,3,30,CLT,5957.34,17.0,Familiar,715.0,1,3,Não,0
T000228,2025-02-01,52600.0,10099.2,42500.8,0.808,48,0.01743,1314.15,0.1722,Correspondente bancário,2024,1,55,Autônomo,7629.7,84.0,Financiada,924.0,0,0,Não,0
T000229,2025-03-01,50600.0,22436.04,28163.96,0.5566,36,0.01432,1006.7,0.1485,Concessionária,2023,2,31,CLT,6778.87,46.0,Alugada,687.0,0,1,Não,0
T000230,2025-02-01,51500.0,17504.85,33995.15,0.6601,24,0.01635,1723.91,0.2159,Revenda multimarca,2020,5,41,Autônomo,,3.0,Própria,715.0,2,1,Não,0
T000231,2025-06-01,51700.0,24366.21,27333.79,0.5287,36,0.01458,981.28,0.1083,Digital,2023,2,34,CLT,,110.0,Financiada,903.0,0,0,Não,0
T000232,2025-03-01,138700.0,17878.43,120821.57,0.8711,60,0.01677,3209.37,0.2363,Revenda multimarca,2021,4,61,CLT,13579.16,76.0,Alugada,665.0,1,0,Não,0
T000233,2025-03-01,41000.0,12349.2,28650.8,0.6988,48,0.01775,891.82,0.1547,Revenda multimarca,2021,4,41,Autônomo,5765.81,,Própria,661.0,0,3,Não,0
T000234,2025-04-01,60400.0,14242.32,46157.68,0.7642,36,0.01677,1718.3,0.4272,Revenda multimarca,2021,4,30,Autônomo,4022.39,92.0,Alugada,774.0,0,0,Sim,0
T000235,2025-04-01,26600.0,7878.92,18721.08,0.7038,36,0.01491,675.8,0.1683,Digital,2023,2,29,CLT,4014.54,18.0,Financiada,566.0,1,3,Não,0
T000236,2025-01-01,134600.0,63935.0,70665.0,0.525,48,0.0157,2106.93,0.252,Correspondente bancário,2021,4,44,Servidor público,8361.87,21.0,Própria,633.0,0,3,Não,0
T000237,2025-05-01,25100.0,2038.12,23061.88,0.9188,60,0.01915,649.86,0.3042,Revenda multimarca,2020,5,36,Servidor público,2136.09,,Financiada,507.0,2,0,Não,0
T000238,2025-02-01,29900.0,6933.81,22966.19,0.7681,36,0.01638,849.49,0.2027,Digital,2019,6,26,CLT,4190.53,36.0,Familiar,529.0,2,2,Não,0
T000239,2025-04-01,28800.0,5895.36,22904.64,0.7953,60,0.01662,606.12,0.1012,Revenda multimarca,2024,1,62,Autônomo,5990.83,,Alugada,536.0,1,2,Não,0
T000240,2025-01-01,39900.0,2761.08,37138.92,0.9308,48,0.01702,1138.56,0.1569,Revenda multimarca,2024,1,49,CLT,7258.71,161.0,Própria,714.0,0,3,Não,0
T000241,2025-04-01,77300.0,13241.49,64058.51,0.8287,48,0.01664,1948.23,0.3293,Revenda multimarca,2023,2,75,Aposentado,5915.58,128.0,Familiar,538.0,1,3,Não,0
T000242,2025-04-01,24300.0,9741.87,14558.13,0.5991,48,0.01593,436.18,0.1898,Revenda multimarca,2021,4,35,Autônomo,2297.96,82.0,Própria,465.0,2,4,Não,0
T000243,2025-03-01,40600.0,5951.96,34648.04,0.8534,24,0.01582,1746.29,0.247,Correspondente bancário,2020,5,57,CLT,7068.98,64.0,Alugada,511.0,2,0,Sim,0
T000244,2025-02-01,42400.0,18507.6,23892.4,0.5635,24,0.01681,1218.03,0.2878,Revenda multimarca,2022,3,28,Servidor público,4232.49,52.0,Familiar,609.0,0,0,Não,0
T000245,2025-04-01,32800.0,10397.6,22402.4,0.683,60,0.01697,598.07,0.0531,Revenda multimarca,2023,2,49,Servidor público,,,Alugada,665.0,1,0,Não,0
T000246,2025-01-01,27000.0,8494.2,18505.8,0.6854,24,0.01492,923.03,0.2575,Digital,2021,4,64,CLT,3585.14,37.0,Alugada,497.0,1,3,Sim,0
T000247,2025-02-01,48400.0,19747.2,28652.8,0.592,36,0.01541,1042.95,0.1057,Concessionária,2018,7,53,Autônomo,9866.46,9.0,Familiar,775.0,0,1,Não,0
T000248,2025-02-01,50700.0,5014.23,45685.77,0.9011,36,0.01401,1624.55,0.4096,Concessionária,2022,3,27,Servidor público,3966.46,15.0,Familiar,531.0,2,1,Sim,0
T000249,2025-05-01,27900.0,2485.89,25414.11,0.9109,36,0.0173,954.35,0.198,Revenda multimarca,2022,3,37,CLT,4820.05,79.0,Financiada,651.0,1,1,Não,0
T000250,2025-01-01,22000.0,4558.4,17441.6,0.7928,60,0.01911,491.01,0.2121,Revenda multimarca,2025,0,41,CLT,2315.45,54.0,Familiar,566.0,1,0,Não,0
T000251,2025-04-01,29500.0,8330.8,21169.2,0.7176,60,0.01654,559.07,0.1022,Concessionária,2024,1,51,CLT,5467.97,25.0,Alugada,677.0,2,2,Não,0
T000252,2025-01-01,64600.0,7228.74,57371.26,0.8881,60,0.01743,1549.38,0.118,Revenda multimarca,2024,1,24,CLT,13129.03,69.0,Própria,,0,1,Não,0
T000253,2025-05-01,22000.0,1313.4,20686.6,0.9403,24,0.01408,1021.76,0.3232,Concessionária,2018,7,75,Aposentado,3161.81,123.0,Própria,669.0,0,2,Não,0
T000254,2025-05-01,26700.0,4050.39,22649.61,0.8483,60,0.01512,576.93,0.1907,Concessionária,2020,5,45,CLT,3024.82,3.0,Própria,488.0,0,0,Não,0
T000255,2025-06-01,22000.0,5469.2,16530.8,0.7514,48,0.01887,526.62,0.2665,Revenda multimarca,2019,6,29,Autônomo,1975.83,17.0,Própria,610.0,0,1,Não,0
T000256,2025-02-01,53500.0,29446.4,24053.6,0.4496,36,0.01526,873.36,0.0745,Revenda multimarca,2022,3,42,Autônomo,11716.79,10.0,Financiada,633.0,2,5,Não,0
T000257,2025-06-01,32100.0,14348.7,17751.3,0.553,36,0.01515,643.36,0.4021,Concessionária,2013,12,53,Aposentado,1600.0,217.0,Familiar,552.0,1,2,Não,0
T000258,2025-03-01,101700.0,13322.7,88377.3,0.869,36,0.01487,3188.14,0.1389,Concessionária,2024,1,65,Aposentado,22946.73,66.0,Familiar,753.0,0,0,Não,0
T000259,2025-05-01,22200.0,5330.22,16869.78,0.7599,36,0.01653,625.53,0.3444,Revenda multimarca,2024,1,35,CLT,1816.26,88.0,Própria,518.0,1,3,Não,0
T000260,2025-03-01,49500.0,4138.2,45361.8,0.9164,36,0.01453,1627.13,0.2229,Concessionária,2023,2,36,CLT,7299.02,33.0,Própria,844.0,1,0,Sim,0
T000261,2025-03-01,25500.0,6701.4,18798.6,0.7372,36,0.01524,682.33,0.18,Concessionária,2024,1,33,Autônomo,3790.78,13.0,Financiada,739.0,0,1,Não,0
T000262,2025-02-01,53400.0,6450.72,46949.28,0.8792,36,0.01519,1702.7,0.3309,Concessionária,2024,1,34,Servidor público,5145.69,33.0,Própria,790.0,0,2,Não,0
T000263,2025-06-01,35300.0,17512.33,17787.67,0.5039,36,0.01448,637.51,0.1242,Concessionária,2019,6,44,Autônomo,5132.36,7.0,Alugada,823.0,1,1,Não,0
T000264,2025-02-01,34000.0,13766.6,20233.4,0.5951,60,0.01739,545.88,0.2627,Revenda multimarca,2015,10,36,Empresário,2078.32,57.0,Financiada,718.0,0,3,Sim,0
T000265,2025-04-01,65500.0,14803.0,50697.0,0.774,48,0.0153,1498.78,0.2074,Concessionária,2019,6,63,Aposentado,7228.0,109.0,Alugada,581.0,1,0,Não,0
T000266,2025-01-01,65500.0,16532.2,48967.8,0.7476,48,0.01541,1451.05,0.324,Digital,2024,1,44,CLT,4478.57,34.0,Alugada,725.0,1,0,Não,0
T000267,2025-04-01,82000.0,5084.0,76916.0,0.938,36,0.01491,2776.53,0.171,Digital,2022,3,45,Empresário,16237.33,57.0,Própria,903.0,0,0,Não,0
T000268,2025-04-01,59900.0,40384.58,19515.42,0.3258,48,0.01705,598.65,0.077,Revenda multimarca,2023,2,45,CLT,7775.89,29.0,Alugada,758.0,1,2,Não,0
T000269,2025-02-01,49300.0,14336.44,34963.56,0.7092,36,0.01568,1278.37,0.1615,Revenda multimarca,2022,3,33,CLT,7917.81,30.0,Alugada,757.0,0,0,Não,0
T000270,2025-01-01,42600.0,12520.14,30079.86,0.7061,36,0.01648,1114.45,0.1982,Revenda multimarca,2021,4,34,CLT,5622.11,113.0,Própria,580.0,1,5,Sim,0
T000271,2025-03-01,22000.0,4483.6,17516.4,0.7962,24,0.01491,873.58,0.4463,Concessionária,2014,11,29,CLT,1957.5,,Financiada,687.0,0,1,Não,0
T000272,2025-03-01,22000.0,5018.2,16981.8,0.7719,48,0.01827,534.33,0.1309,Revenda multimarca,2018,7,44,CLT,4083.06,149.0,Alugada,674.0,0,3,Não,0
T000273,2025-01-01,49300.0,4525.74,44774.26,0.9082,24,0.01476,2229.09,0.3834,Concessionária,2023,2,38,CLT,5814.58,80.0,Própria,614.0,1,1,Não,0
T000274,2025-05-01,39900.0,2836.89,37063.11,0.9289,48,0.01761,1150.32,0.1537,Revenda multimarca,2014,11,46,Empresário,7484.06,18.0,Financiada,,1,2,Não,0
T000275,2025-03-01,38300.0,5193.48,33106.52,0.8644,60,0.01481,836.59,0.3415,Concessionária,2019,6,41,CLT,2449.99,103.0,Alugada,579.0,1,5,Não,0
T000276,2025-06-01,65000.0,32298.5,32701.5,0.5031,60,0.01629,858.19,0.1307,Concessionária,2019,6,75,CLT,6567.14,55.0,Familiar,540.0,2,1,Não,0
T000277,2025-03-01,35800.0,20427.48,15372.52,0.4294,24,0.01524,769.6,0.1279,Digital,2023,2,35,Empresário,6018.03,2.0,Alugada,689.0,0,0,Sim,0
T000278,2025-01-01,56400.0,14703.48,41696.52,0.7393,24,0.01341,2043.42,0.2362,Concessionária,2024,1,49,Empresário,,63.0,Própria,603.0,0,0,Não,0
T000279,2025-03-01,54900.0,9618.48,45281.52,0.8248,48,0.01474,1322.77,0.2094,Concessionária,2022,3,41,CLT,6317.06,37.0,Financiada,800.0,0,2,Não,0
T000280,2025-01-01,48300.0,12417.93,35882.07,0.7429,48,0.01621,1081.46,0.2616,Concessionária,2022,3,42,Autônomo,4134.49,105.0,Própria,726.0,1,1,Não,0
T000281,2025-05-01,22000.0,3610.2,18389.8,0.8359,60,0.01663,486.77,0.1878,Concessionária,2017,8,52,CLT,2592.07,,Própria,612.0,0,0,Não,0
T000282,2025-06-01,40100.0,5565.88,34534.12,0.8612,48,0.01746,1068.48,0.0929,Revenda multimarca,2022,3,43,Empresário,11504.08,34.0,Financiada,576.0,0,1,Não,0
T000283,2025-06-01,29500.0,11829.5,17670.5,0.599,24,0.01444,876.46,0.2854,Digital,2021,4,37,Autônomo,3070.68,22.0,Própria,664.0,0,0,Não,0
T000284,2025-02-01,31200.0,13347.36,17852.64,0.5722,60,0.01567,461.18,0.2882,Digital,2016,9,54,Autônomo,1600.0,93.0,Alugada,548.0,2,2,Sim,0
T000285,2025-06-01,23800.0,3286.78,20513.22,0.8619,60,0.01771,557.86,0.3487,Correspondente bancário,2022,3,34,CLT,1600.0,45.0,Financiada,516.0,0,0,Não,0
T000286,2025-06-01,56200.0,21603.28,34596.72,0.6156,24,0.01642,1755.83,0.1146,Correspondente bancário,2023,2,60,Empresário,15317.74,15.0,Alugada,779.0,0,1,Não,0
T000287,2025-01-01,53800.0,21170.3,32629.7,0.6065,60,0.01619,854.14,0.3494,Concessionária,2016,9,36,Autônomo,2444.76,39.0,Familiar,676.0,1,1,Não,0
T000288,2025-01-01,51100.0,18794.58,32305.42,0.6322,48,0.01647,979.01,0.0885,Revenda multimarca,2024,1,31,CLT,11063.57,47.0,Financiada,922.0,0,1,Não,0
T000289,2025-04-01,55500.0,28321.65,27178.35,0.4897,24,0.01559,1366.17,0.2591,Revenda multimarca,2018,7,34,Autônomo,5271.76,,Alugada,557.0,0,3,Não,0
T000290,2025-02-01,28100.0,7679.73,20420.27,0.7267,60,0.01661,540.24,0.1607,Digital,2023,2,41,CLT,3362.5,,Financiada,770.0,0,0,Não,0
T000291,2025-02-01,61100.0,9446.06,51653.94,0.8454,60,0.01538,1324.52,0.3346,Concessionária,2014,11,29,CLT,3958.95,132.0,Financiada,835.0,0,0,Não,0
T000292,2025-02-01,42800.0,9445.96,33354.04,0.7793,60,0.01591,866.91,0.176,Revenda multimarca,2023,2,65,Autônomo,4926.87,106.0,Alugada,603.0,0,2,Não,0
T000293,2025-01-01,34500.0,11202.15,23297.85,0.6753,36,0.01449,835.14,0.2282,Digital,2021,4,31,Autônomo,3659.59,68.0,Alugada,765.0,1,5,Não,0
T000294,2025-03-01,36200.0,14780.46,21419.54,0.5917,48,0.01455,623.17,0.1393,Concessionária,2021,4,32,Autônomo,4472.11,64.0,Própria,490.0,0,1,Não,0
T000295,2025-06-01,36300.0,5709.99,30590.01,0.8427,48,0.01675,932.5,0.3038,Digital,2020,5,34,CLT,3069.15,40.0,Financiada,479.0,1,5,Não,0
T000296,2025-06-01,27500.0,10890.0,16610.0,0.604,60,0.01703,444.1,0.0922,Revenda multimarca,2019,6,35,CLT,,96.0,Financiada,671.0,0,2,Não,0
