id_proposta,data_proposta,valor_bem,valor_entrada_desejada,pct_entrada_desejada,valor_financiado_desejado,ltv_desejado,prazo_desejado_meses,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
P000165,2025-10-01,51300.0,13281.57,0.2589,38018.43,0.7411,24,Concessionária,2024,1,45,CLT,,104.0,Alugada,721.0,0,0,Não,0
P000166,2025-08-01,59200.0,6742.88,0.1139,52457.12,0.8861,60,Concessionária,2019,6,42,CLT,6284.04,59.0,Própria,704.0,0,1,Sim,0
P000167,2025-08-01,41900.0,8819.95,0.2105,33080.05,0.7895,24,Concessionária,2021,4,64,Aposentado,5332.58,238.0,Familiar,733.0,0,5,Não,0
P000168,2025-12-01,28900.0,8210.49,0.2841,20689.51,0.7159,24,Correspondente bancário,2022,3,31,CLT,3504.73,31.0,Alugada,661.0,0,2,Não,0
P000169,2025-09-01,35100.0,8129.16,0.2316,26970.84,0.7684,48,Concessionária,2024,1,56,Autônomo,,59.0,Própria,501.0,3,3,Não,0
P000170,2025-07-01,42000.0,13217.4,0.3147,28782.6,0.6853,36,Concessionária,2021,4,32,Servidor público,7007.12,85.0,Própria,587.0,1,0,Sim,0
P000171,2025-08-01,143900.0,41126.62,0.2858,102773.38,0.7142,36,Concessionária,2025,0,30,Servidor público,22656.66,15.0,Própria,1000.0,1,0,Não,0
P000172,2025-09-01,47700.0,2008.17,0.0421,45691.83,0.9579,60,Digital,2021,4,30,CLT,3363.79,106.0,Própria,584.0,1,3,Não,0
P000173,2025-10-01,61800.0,3887.22,0.0629,57912.78,0.9371,60,Revenda multimarca,2022,3,28,Servidor público,8939.43,105.0,Familiar,444.0,2,2,Não,0
P000174,2025-10-01,26500.0,10684.8,0.4032,15815.2,0.5968,24,Concessionária,2017,8,28,CLT,3649.09,28.0,Familiar,701.0,0,0,Não,0
P000175,2025-10-01,85300.0,24131.37,0.2829,61168.63,0.7171,36,Revenda multimarca,2021,4,39,CLT,9475.45,84.0,Financiada,680.0,0,2,Não,0
P000176,2025-10-01,107900.0,22162.66,0.2054,85737.34,0.7946,36,Revenda multimarca,2022,3,47,Empresário,10121.76,43.0,Familiar,711.0,1,0,Não,0
P000177,2025-07-01,35400.0,13090.92,0.3698,22309.08,0.6302,48,Concessionária,2023,2,41,Autônomo,8324.1,35.0,Familiar,725.0,0,2,Não,0
P000178,2025-07-01,22000.0,4059.0,0.1845,17941.0,0.8155,48,Digital,2023,2,44,Autônomo,1600.0,12.0,Própria,188.0,4,4,Sim,0
P000179,2025-09-01,34800.0,4050.72,0.1164,30749.28,0.8836,36,Correspondente bancário,2016,9,31,CLT,2018.47,141.0,Própria,426.0,0,5,Sim,0
P000180,2025-12-01,57200.0,17062.76,0.2983,40137.24,0.7017,48,Concessionária,2017,8,33,CLT,4238.83,28.0,Financiada,478.0,1,3,Não,0
P000181,2025-07-01,25400.0,2192.02,0.0863,23207.98,0.9137,36,Concessionária,2021,4,24,Autônomo,1600.0,21.0,Própria,484.0,1,5,Não,0
P000182,2025-09-01,32000.0,16716.8,0.5224,15283.2,0.4776,36,Concessionária,2024,1,48,Servidor público,2051.11,106.0,Financiada,708.0,1,3,Não,0
P000183,2025-12-01,40200.0,16216.68,0.4034,23983.32,0.5966,48,Revenda multimarca,2023,2,27,CLT,3705.59,30.0,Própria,465.0,3,5,Sim,0
P000184,2025-11-01,91500.0,16909.2,0.1848,74590.8,0.8152,24,Revenda multimarca,2024,1,53,Empresário,5333.11,18.0,Financiada,790.0,0,3,Não,0
P000185,2025-12-01,39400.0,11768.78,0.2987,27631.22,0.7013,60,Concessionária,2022,3,25,CLT,,84.0,Alugada,600.0,1,0,Não,0
P000186,2025-07-01,27900.0,13707.27,0.4913,14192.73,0.5087,24,Concessionária,2021,4,41,Autônomo,1600.0,101.0,Alugada,453.0,5,1,Não,0
P000187,2025-12-01,47700.0,10494.0,0.22,37206.0,0.78,36,Digital,2021,4,36,CLT,,31.0,Própria,613.0,3,1,Não,0
P000188,2025-10-01,57400.0,3581.76,0.0624,53818.24,0.9376,60,Revenda multimarca,2013,12,43,CLT,4852.23,59.0,Própria,454.0,3,1,Sim,0
P000189,2025-12-01,57400.0,16674.7,0.2905,40725.3,0.7095,48,Concessionária,2024,1,39,Servidor público,14861.11,59.0,Alugada,782.0,0,1,Não,0
P000190,2025-07-01,65300.0,20406.25,0.3125,44893.75,0.6875,60,Digital,2023,2,50,Autônomo,4417.32,34.0,Alugada,679.0,0,0,Não,0
P000191,2025-08-01,29300.0,3653.71,0.1247,25646.29,0.8753,48,Revenda multimarca,2023,2,56,Aposentado,5294.11,131.0,Familiar,390.0,5,0,Sim,0
P000192,2025-09-01,44800.0,14770.56,0.3297,30029.44,0.6703,60,Correspondente bancário,2022,3,34,Servidor público,7737.86,78.0,Alugada,572.0,0,1,Sim,0
P000193,2025-07-01,24400.0,1754.36,0.0719,22645.64,0.9281,36,Correspondente bancário,2020,5,22,Servidor público,2719.18,22.0,Própria,496.0,1,0,Sim,0
P000194,2025-10-01,76500.0,10067.4,0.1316,66432.6,0.8684,24,Concessionária,2024,1,57,CLT,13451.88,51.0,Própria,938.0,1,1,Não,0
P000195,2025-07-01,49900.0,2160.67,0.0433,47739.33,0.9567,60,Digital,2024,1,36,Servidor público,,60.0,Financiada,429.0,2,1,Não,0
P000196,2025-09-01,125000.0,17600.0,0.1408,107400.0,0.8592,36,Revenda multimarca,2020,5,33,Empresário,11520.37,47.0,Alugada,725.0,0,1,Não,0
P000197,2025-11-01,36200.0,7710.6,0.213,28489.4,0.787,48,Concessionária,2022,3,27,CLT,1658.6,13.0,Alugada,390.0,0,3,Sim,0
P000198,2025-10-01,30600.0,6000.66,0.1961,24599.34,0.8039,48,Concessionária,2013,12,34,CLT,3013.25,44.0,Própria,504.0,3,2,Não,0
P000199,2025-11-01,42400.0,10676.32,0.2518,31723.68,0.7482,36,Concessionária,2022,3,23,Empresário,4053.89,60.0,Alugada,548.0,0,2,Sim,0
P000200,2025-09-01,50100.0,9699.36,0.1936,40400.64,0.8064,60,Correspondente bancário,2023,2,58,Aposentado,3561.51,236.0,Financiada,526.0,1,1,Não,0
P000201,2025-07-01,33200.0,2616.16,0.0788,30583.84,0.9212,48,Correspondente bancário,2024,1,46,Empresário,12452.21,12.0,Financiada,,1,1,Não,0
P000202,2025-09-01,32600.0,4169.54,0.1279,28430.46,0.8721,48,Concessionária,2020,5,41,CLT,2227.28,39.0,Alugada,373.0,4,3,Não,0
P000203,2025-11-01,65700.0,1576.8,0.024,64123.2,0.976,24,Concessionária,2019,6,48,Empresário,3336.74,12.0,Financiada,532.0,3,2,Não,0
P000204,2025-07-01,62300.0,5152.21,0.0827,57147.79,0.9173,48,Correspondente bancário,2017,8,45,Empresário,4549.69,18.0,Alugada,245.0,5,5,Sim,0
P000205,2025-11-01,98500.0,3388.4,0.0344,95111.6,0.9656,24,Digital,2020,5,30,CLT,5442.87,24.0,Alugada,537.0,2,2,Não,0
P000206,2025-09-01,26500.0,2968.0,0.112,23532.0,0.888,48,Revenda multimarca,2016,9,36,CLT,3208.02,36.0,Financiada,337.0,5,3,Não,0
P000207,2025-12-01,41300.0,4943.61,0.1197,36356.39,0.8803,60,Correspondente bancário,2020,5,49,CLT,5080.99,,Alugada,527.0,1,2,Sim,0
P000208,2025-09-01,33000.0,2069.1,0.0627,30930.9,0.9373,60,Concessionária,2013,12,32,Autônomo,1600.0,111.0,Alugada,412.0,2,6,Sim,0
P000209,2025-11-01,33200.0,4120.12,0.1241,29079.88,0.8759,24,Correspondente bancário,2013,12,29,CLT,2776.59,68.0,Própria,478.0,2,2,Não,0
P000210,2025-11-01,41800.0,19591.66,0.4687,22208.34,0.5313,36,Concessionária,2020,5,73,Aposentado,3384.12,16.0,Financiada,566.0,0,4,Sim,0
P000211,2025-12-01,32900.0,658.0,0.02,32242.0,0.98,36,Revenda multimarca,2024,1,61,CLT,2753.46,48.0,Financiada,322.0,5,1,Sim,0
P000212,2025-12-01,65900.0,2820.52,0.0428,63079.48,0.9572,48,Concessionária,2013,12,55,Aposentado,5910.07,58.0,Familiar,480.0,1,3,Não,0
P000213,2025-11-01,22600.0,15026.74,0.6649,7573.26,0.3351,60,Correspondente bancário,2014,11,37,CLT,3329.4,12.0,Alugada,467.0,4,4,Não,0
P000214,2025-10-01,115400.0,32531.26,0.2819,82868.74,0.7181,48,Revenda multimarca,2013,12,44,Autônomo,3357.3,,Familiar,577.0,1,3,Não,0
P000215,2025-12-01,24200.0,3804.24,0.1572,20395.76,0.8428,60,Revenda multimarca,2017,8,34,CLT,,19.0,Familiar,619.0,0,1,Não,0
P000216,2025-09-01,28200.0,12258.54,0.4347,15941.46,0.5653,60,Revenda multimarca,2015,10,33,Autônomo,3443.09,19.0,Familiar,667.0,1,1,Não,0
P000217,2025-08-01,24300.0,9112.5,0.375,15187.5,0.625,36,Correspondente bancário,2014,11,52,CLT,6509.33,33.0,Própria,452.0,1,5,Sim,0
P000218,2025-08-01,25200.0,3669.12,0.1456,21530.88,0.8544,36,Concessionária,2013,12,39,Autônomo,2551.06,5.0,Própria,479.0,2,3,Não,0
P000219,2025-10-01,24600.0,1891.74,0.0769,22708.26,0.9231,48,Concessionária,2025,0,26,Servidor público,1600.0,96.0,Própria,519.0,2,3,Sim,0
P000220,2025-08-01,29600.0,13920.88,0.4703,15679.12,0.5297,24,Digital,2014,11,61,CLT,3788.69,,Alugada,504.0,5,1,Não,0
P000221,2025-09-01,42200.0,9532.98,0.2259,32667.02,0.7741,60,Digital,2018,7,26,CLT,4123.61,56.0,Financiada,717.0,0,4,Não,0
P000222,2025-11-01,108500.0,38908.1,0.3586,69591.9,0.6414,24,Concessionária,2023,2,33,CLT,8821.39,30.0,Alugada,834.0,0,2,Não,0
P000223,2025-10-01,34100.0,9612.79,0.2819,24487.21,0.7181,48,Concessionária,2015,10,23,Servidor público,2964.39,38.0,Familiar,590.0,1,2,Sim,0
P000224,2025-10-01,32300.0,7093.08,0.2196,25206.92,0.7804,24,Concessionária,2020,5,37,Empresário,4246.87,4.0,Familiar,401.0,3,2,Não,0
P000225,2025-08-01,28700.0,1980.3,0.069,26719.7,0.931,48,Correspondente bancário,2022,3,24,CLT,1726.52,29.0,Familiar,545.0,3,3,Não,0
P000226,2025-08-01,38000.0,1637.8,0.0431,36362.2,0.9569,48,Concessionária,2022,3,30,CLT,2853.11,14.0,Alugada,,2,0,Não,0
P000227,2025-12-01,44200.0,7969.26,0.1803,36230.74,0.8197,36,Digital,2023,2,35,CLT,3727.09,23.0,Familiar,243.0,5,5,Sim,0
P000228,2025-09-01,106100.0,29633.73,0.2793,76466.27,0.7207,36,Concessionária,2021,4,50,Autônomo,6559.57,60.0,Própria,743.0,1,3,Não,0
P000229,2025-07-01,56800.0,21328.4,0.3755,35471.6,0.6245,36,Digital,2021,4,46,Autônomo,7273.27,,Familiar,797.0,0,4,Não,0
P000230,2025-07-01,50300.0,23434.77,0.4659,26865.23,0.5341,60,Correspondente bancário,2021,4,33,CLT,7605.02,,Própria,729.0,1,1,Não,0
P000231,2025-09-01,58600.0,16624.82,0.2837,41975.18,0.7163,24,Concessionária,2013,12,42,Empresário,4389.65,32.0,Financiada,593.0,0,5,Não,0
P000232,2025-11-01,22000.0,1892.0,0.086,20108.0,0.914,48,Concessionária,2019,6,74,Aposentado,2154.41,51.0,Alugada,314.0,5,5,Não,0
P000233,2025-10-01,43700.0,19446.5,0.445,24253.5,0.555,60,Digital,2024,1,68,Aposentado,9533.45,71.0,Alugada,783.0,0,1,Não,0
P000234,2025-10-01,91600.0,13529.32,0.1477,78070.68,0.8523,36,Concessionária,2024,1,29,CLT,30173.48,92.0,Própria,689.0,0,0,Sim,0
P000235,2025-07-01,22000.0,3256.0,0.148,18744.0,0.852,36,Revenda multimarca,2019,6,30,Servidor público,3106.24,62.0,Própria,332.0,5,2,Sim,0
P000236,2025-09-01,22000.0,6342.6,0.2883,15657.4,0.7117,36,Revenda multimarca,2015,10,34,CLT,1600.0,2.0,Alugada,124.0,5,7,Não,0
P000237,2025-09-01,22000.0,4967.6,0.2258,17032.4,0.7742,24,Concessionária,2020,5,44,Autônomo,2951.07,75.0,Alugada,293.0,5,10,Sim,0
P000238,2025-07-01,22000.0,1214.4,0.0552,20785.6,0.9448,60,Digital,2020,5,45,CLT,1600.0,,Familiar,93.0,5,9,Sim,0
P000239,2025-09-01,30300.0,4196.55,0.1385,26103.45,0.8615,24,Concessionária,2021,4,58,CLT,1718.98,44.0,Alugada,397.0,5,2,Sim,0
P000240,2025-11-01,64100.0,15319.9,0.239,48780.1,0.761,36,Digital,2020,5,51,CLT,6381.6,6.0,Própria,555.0,1,0,Não,0
P000241,2025-07-01,32300.0,2965.14,0.0918,29334.86,0.9082,60,Digital,2013,12,35,CLT,3501.28,,Própria,476.0,0,2,Sim,0
P000242,2025-09-01,37100.0,1042.51,0.0281,36057.49,0.9719,60,Concessionária,2018,7,28,CLT,3015.48,105.0,Alugada,517.0,0,1,Não,0
P000243,2025-12-01,22000.0,5108.4,0.2322,16891.6,0.7678,48,Concessionária,2015,10,32,CLT,1646.51,40.0,Financiada,531.0,0,6,Não,0
P000244,2025-11-01,83600.0,43940.16,0.5256,39659.84,0.4744,24,Concessionária,2023,2,31,Servidor público,,152.0,Alugada,966.0,0,1,Não,0
P000245,2025-12-01,30100.0,689.29,0.0229,29410.71,0.9771,48,Concessionária,2020,5,48,CLT,2664.51,35.0,Financiada,392.0,5,3,Sim,0
P000246,2025-07-01,55400.0,10481.68,0.1892,44918.32,0.8108,24,Correspondente bancário,2018,7,39,CLT,2583.79,44.0,Familiar,667.0,0,0,Não,0
P000247,2025-08-01,27700.0,6664.62,0.2406,21035.38,0.7594,60,Concessionária,2020,5,47,Autônomo,,,Alugada,597.0,0,3,Não,0
P000248,2025-08-01,34700.0,4958.63,0.1429,29741.37,0.8571,60,Concessionária,2022,3,37,Empresário,6518.52,20.0,Alugada,638.0,0,0,Não,0
P000249,2025-08-01,26200.0,524.0,0.02,25676.0,0.98,36,Correspondente bancário,2017,8,42,CLT,5690.7,27.0,Própria,652.0,1,2,Não,0
P000250,2025-07-01,26200.0,1427.9,0.0545,24772.1,0.9455,60,Correspondente bancário,2024,1,29,Empresário,5466.51,75.0,Familiar,538.0,2,1,Não,0
P000251,2025-10-01,22000.0,11635.8,0.5289,10364.2,0.4711,48,Concessionária,2013,12,38,CLT,1759.82,41.0,Própria,250.0,5,4,Sim,0
P000252,2025-07-01,39900.0,10832.85,0.2715,29067.15,0.7285,24,Correspondente bancário,2020,5,26,CLT,,,Alugada,,3,1,Não,0
P000253,2025-08-01,105700.0,31276.63,0.2959,74423.37,0.7041,36,Concessionária,2020,5,39,CLT,12028.41,22.0,Financiada,710.0,0,3,Não,0
P000254,2025-09-01,48200.0,18658.22,0.3871,29541.78,0.6129,24,Concessionária,2016,9,40,Autônomo,4183.27,43.0,Própria,712.0,1,2,Não,0
P000255,2025-10-01,29400.0,2937.06,0.0999,26462.94,0.9001,36,Correspondente bancário,2021,4,46,CLT,2698.74,,Alugada,557.0,2,1,Não,0
P000256,2025-12-01,58800.0,1775.76,0.0302,57024.24,0.9698,60,Correspondente bancário,2021,4,39,Empresário,11596.67,22.0,Própria,426.0,2,8,Não,0
P000257,2025-10-01,54600.0,12055.68,0.2208,42544.32,0.7792,24,Concessionária,2024,1,27,CLT,5235.64,5.0,Alugada,744.0,0,0,Não,0
P000258,2025-09-01,25800.0,5789.52,0.2244,20010.48,0.7756,60,Correspondente bancário,2018,7,46,Empresário,6463.92,20.0,Própria,556.0,0,2,Sim,0
P000259,2025-07-01,86800.0,10042.76,0.1157,76757.24,0.8843,60,Revenda multimarca,2021,4,26,Empresário,11400.37,10.0,Própria,633.0,0,1,Não,0
P000260,2025-12-01,67300.0,5922.4,0.088,61377.6,0.912,60,Digital,2023,2,39,CLT,5509.58,54.0,Própria,532.0,3,5,Sim,0
P000261,2025-09-01,39500.0,29625.0,0.75,9875.0,0.25,36,Digital,2023,2,42,Servidor público,12531.63,65.0,Financiada,461.0,1,6,Não,0
P000262,2025-08-01,28500.0,1521.9,0.0534,26978.1,0.9466,60,Concessionária,2023,2,53,CLT,3624.79,,Alugada,578.0,1,1,Não,0
P000263,2025-09-01,47500.0,8431.25,0.1775,39068.75,0.8225,48,Digital,2017,8,47,CLT,6678.79,6.0,Própria,424.0,4,6,Sim,0
P000264,2025-10-01,52800.0,22228.8,0.421,30571.2,0.579,60,Correspondente bancário,2025,0,37,Autônomo,2785.21,49.0,Financiada,706.0,0,2,Não,0
P000265,2025-09-01,46800.0,23830.56,0.5092,22969.44,0.4908,36,Digital,2024,1,24,Autônomo,2014.42,18.0,Alugada,526.0,3,3,Não,0
P000266,2025-10-01,51300.0,27496.8,0.536,23803.2,0.464,36,Correspondente bancário,2024,1,35,Servidor público,8491.36,137.0,Financiada,826.0,0,1,Sim,0
P000267,2025-09-01,50100.0,17169.27,0.3427,32930.73,0.6573,48,Concessionária,2022,3,36,CLT,5609.62,43.0,Alugada,627.0,2,2,Não,0
P000268,2025-07-01,35100.0,21516.3,0.613,13583.7,0.387,60,Digital,2013,12,48,CLT,4826.08,17.0,Familiar,734.0,1,0,Não,0
P000269,2025-11-01,62500.0,17987.5,0.2878,44512.5,0.7122,24,Concessionária,2024,1,34,Autônomo,7169.51,11.0,Financiada,738.0,0,1,Não,0
P000270,2025-11-01,49600.0,6785.28,0.1368,42814.72,0.8632,48,Digital,2023,2,29,CLT,,19.0,Familiar,716.0,0,2,Não,0
P000271,2025-12-01,43800.0,10752.9,0.2455,33047.1,0.7545,36,Concessionária,2014,11,26,Servidor público,10487.72,45.0,Própria,772.0,0,1,Não,0
P000272,2025-10-01,22000.0,4809.2,0.2186,17190.8,0.7814,24,Concessionária,2022,3,33,Servidor público,2607.13,22.0,Própria,435.0,2,1,Não,0
P000273,2025-08-01,24100.0,12117.48,0.5028,11982.52,0.4972,36,Correspondente bancário,2022,3,53,CLT,6018.34,9.0,Familiar,497.0,0,3,Não,0
P000274,2025-09-01,22300.0,4611.64,0.2068,17688.36,0.7932,48,Digital,2017,8,26,CLT,1600.0,5.0,Alugada,361.0,5,4,Não,0
P000275,2025-12-01,45000.0,4419.0,0.0982,40581.0,0.9018,48,Concessionária,2025,0,26,Empresário,4575.2,78.0,Própria,437.0,2,0,Não,0
P000276,2025-07-01,39100.0,12226.57,0.3127,26873.43,0.6873,36,Revenda multimarca,2024,1,25,CLT,4530.84,,Alugada,566.0,1,1,Não,0
P000277,2025-07-01,84700.0,46627.35,0.5505,38072.65,0.4495,36,Digital,2022,3,48,Autônomo,7393.86,21.0,Própria,768.0,0,0,Não,0
P000278,2025-08-01,74900.0,28589.33,0.3817,46310.67,0.6183,48,Revenda multimarca,2024,1,40,CLT,6524.24,48.0,Própria,560.0,2,5,Não,0
P000279,2025-12-01,24100.0,3063.11,0.1271,21036.89,0.8729,36,Concessionária,2022,3,27,CLT,3515.64,104.0,Alugada,,0,3,Não,0
P000280,2025-09-01,36700.0,2998.39,0.0817,33701.61,0.9183,60,Revenda multimarca,2023,2,43,Autônomo,2275.57,5.0,Familiar,520.0,1,1,Sim,0
P000281,2025-11-01,22000.0,2043.8,0.0929,19956.2,0.9071,48,Correspondente bancário,2014,11,35,CLT,1739.83,24.0,Alugada,229.0,5,2,Sim,0
P000282,2025-09-01,30700.0,6259.73,0.2039,24440.27,0.7961,60,Digital,2024,1,75,Aposentado,5892.96,319.0,Própria,471.0,2,2,Não,0
P000283,2025-08-01,25200.0,4437.72,0.1761,20762.28,0.8239,36,Revenda multimarca,2017,8,53,Autônomo,6144.73,122.0,Própria,770.0,0,0,Sim,0
P000284,2025-10-01,31100.0,10185.25,0.3275,20914.75,0.6725,24,Correspondente bancário,2020,5,36,CLT,3644.81,126.0,Própria,680.0,0,1,Não,0
P000285,2025-10-01,22000.0,10700.8,0.4864,11299.2,0.5136,24,Concessionária,2021,4,39,Autônomo,1600.0,66.0,Própria,529.0,1,2,Não,0
P000286,2025-11-01,56900.0,5775.35,0.1015,51124.65,0.8985,60,Digital,2019,6,30,Servidor público,11595.55,35.0,Alugada,693.0,1,4,Não,0
P000287,2025-11-01,22000.0,688.6,0.0313,21311.4,0.9687,60,Revenda multimarca,2013,12,37,Autônomo,1600.0,68.0,Alugada,229.0,5,5,Sim,0
P000288,2025-09-01,22000.0,1240.8,0.0564,20759.2,0.9436,48,Correspondente bancário,2022,3,32,CLT,3184.18,10.0,Familiar,439.0,2,3,Sim,0
P000289,2025-08-01,53300.0,27636.05,0.5185,25663.95,0.4815,36,Correspondente bancário,2023,2,42,Servidor público,9228.02,13.0,Financiada,701.0,0,1,Não,0
P000290,2025-07-01,79300.0,20752.81,0.2617,58547.19,0.7383,48,Concessionária,2023,2,57,Servidor público,21204.93,75.0,Própria,,1,1,Sim,0
P000291,2025-11-01,49300.0,16303.51,0.3307,32996.49,0.6693,36,Revenda multimarca,2020,5,43,CLT,5813.15,29.0,Alugada,464.0,4,2,Não,0
P000292,2025-11-01,22700.0,3055.42,0.1346,19644.58,0.8654,60,Concessionária,2021,4,32,Autônomo,,24.0,Alugada,709.0,0,2,Sim,0
P000293,2025-08-01,99000.0,18027.9,0.1821,80972.1,0.8179,36,Digital,2020,5,60,CLT,10923.11,70.0,Alugada,582.0,2,1,Não,0
P000294,2025-11-01,22200.0,3489.84,0.1572,18710.16,0.8428,48,Revenda multimarca,2023,2,44,CLT,2208.44,71.0,Alugada,628.0,2,4,Não,0
P000295,2025-11-01,53300.0,9258.21,0.1737,44041.79,0.8263,36,Concessionária,2013,12,27,CLT,,32.0,Alugada,533.0,0,1,Não,0
P000296,2025-07-01,37400.0,748.0,0.02,36652.0,0.98,60,Digital,2019,6,47,CLT,2006.78,58.0,Financiada,807.0,0,0,Não,0
P000297,2025-07-01,68400.0,3577.32,0.0523,64822.68,0.9477,48,Revenda multimarca,2023,2,31,Autônomo,5528.22,26.0,Alugada,692.0,2,0,Não,0
P000298,2025-12-01,41800.0,2006.4,0.048,39793.6,0.952,60,Concessionária,2021,4,38,Autônomo,2718.38,29.0,Familiar,,3,0,Não,0
P000299,2025-07-01,42500.0,16252.0,0.3824,26248.0,0.6176,60,Revenda multimarca,2022,3,36,CLT,5331.93,82.0,Própria,504.0,3,1,Sim,0
P000300,2025-12-01,37100.0,7553.56,0.2036,29546.44,0.7964,60,Concessionária,2017,8,46,Autônomo,2161.44,134.0,Própria,323.0,5,3,Não,0
P000301,2025-08-01,41800.0,15884.0,0.38,25916.0,0.62,36,Concessionária,2024,1,29,CLT,4625.22,132.0,Alugada,844.0,0,0,Não,0
P000302,2025-11-01,30800.0,13108.48,0.4256,17691.52,0.5744,36,Concessionária,2022,3,35,CLT,2377.56,162.0,Alugada,656.0,0,2,Não,0
P000303,2025-11-01,23400.0,2948.4,0.126,20451.6,0.874,48,Digital,2021,4,36,CLT,3228.78,61.0,Própria,375.0,2,2,Não,0
P000304,2025-11-01,59800.0,15847.0,0.265,43953.0,0.735,48,Digital,2023,2,75,Aposentado,8684.64,172.0,Financiada,690.0,0,4,Não,0
P000305,2025-07-01,23300.0,1570.42,0.0674,21729.58,0.9326,60,Digital,2021,4,34,Autônomo,4116.91,59.0,Alugada,,5,8,Sim,0
P000306,2025-08-01,47700.0,3992.49,0.0837,43707.51,0.9163,36,Concessionária,2019,6,45,CLT,5886.03,39.0,Familiar,917.0,0,0,Não,0
P000307,2025-10-01,34200.0,11050.02,0.3231,23149.98,0.6769,48,Digital,2018,7,31,CLT,5430.78,10.0,Própria,,0,0,Não,0
P000308,2025-09-01,35100.0,15149.16,0.4316,19950.84,0.5684,36,Revenda multimarca,2022,3,49,CLT,3218.76,15.0,Alugada,537.0,1,1,Não,0
P000309,2025-11-01,42700.0,12677.63,0.2969,30022.37,0.7031,48,Concessionária,2023,2,34,Autônomo,2650.4,188.0,Própria,197.0,1,3,Não,0
P000310,2025-07-01,39900.0,5909.19,0.1481,33990.81,0.8519,60,Concessionária,2020,5,33,CLT,2558.04,13.0,Própria,753.0,1,1,Não,0
P000311,2025-12-01,116100.0,28212.3,0.243,87887.7,0.757,48,Digital,2024,1,61,CLT,6852.21,5.0,Própria,712.0,0,1,Não,0
P000312,2025-11-01,78600.0,10768.2,0.137,67831.8,0.863,60,Revenda multimarca,2019,6,47,CLT,11777.83,24.0,Alugada,655.0,0,0,Não,0
P000313,2025-11-01,50200.0,22499.64,0.4482,27700.36,0.5518,48,Correspondente bancário,2021,4,29,Servidor público,4796.96,,Alugada,512.0,0,2,Não,0
P000314,2025-09-01,22000.0,3740.0,0.17,18260.0,0.83,60,Revenda multimarca,2018,7,75,Aposentado,1600.0,163.0,Familiar,233.0,5,4,Sim,0
P000315,2025-08-01,58400.0,2026.48,0.0347,56373.52,0.9653,48,Concessionária,2023,2,33,CLT,4866.71,12.0,Financiada,636.0,1,3,Não,0
P000316,2025-10-01,23700.0,15265.17,0.6441,8434.83,0.3559,60,Digital,2019,6,29,CLT,2063.18,122.0,Alugada,418.0,4,1,Não,0
P000317,2025-08-01,74300.0,4643.75,0.0625,69656.25,0.9375,36,Concessionária,2022,3,39,CLT,7215.78,22.0,Própria,931.0,0,1,Não,0
P000318,2025-08-01,37200.0,2425.44,0.0652,34774.56,0.9348,36,Concessionária,2023,2,39,Servidor público,4859.48,196.0,Financiada,,4,1,Não,0
P000319,2025-11-01,64000.0,3852.8,0.0602,60147.2,0.9398,36,Digital,2024,1,32,CLT,7848.13,56.0,Financiada,719.0,0,2,Não,0
P000320,2025-09-01,59700.0,2143.23,0.0359,57556.77,0.9641,48,Concessionária,2019,6,36,CLT,5191.96,12.0,Familiar,526.0,1,1,Não,0
P000321,2025-08-01,22000.0,4776.2,0.2171,17223.8,0.7829,36,Concessionária,2021,4,31,CLT,3273.23,52.0,Própria,238.0,5,5,Não,0
P000322,2025-10-01,22000.0,6468.0,0.294,15532.0,0.706,36,Revenda multimarca,2014,11,33,Autônomo,2534.63,,Alugada,440.0,4,2,Não,0
P000323,2025-08-01,22000.0,2503.6,0.1138,19496.4,0.8862,24,Revenda multimarca,2016,9,41,CLT,1600.0,96.0,Familiar,340.0,5,2,Não,0
P000324,2025-09-01,80500.0,28279.65,0.3513,52220.35,0.6487,60,Concessionária,2022,3,33,CLT,6016.87,88.0,Própria,748.0,1,2,Não,0
P000325,2025-12-01,70000.0,13482.0,0.1926,56518.0,0.8074,60,Revenda multimarca,2021,4,31,Servidor público,9701.91,61.0,Própria,468.0,4,1,Sim,0
P000326,2025-11-01,55800.0,14245.74,0.2553,41554.26,0.7447,48,Concessionária,2013,12,31,CLT,4329.95,15.0,Familiar,642.0,0,1,Não,0
P000327,2025-08-01,24300.0,2221.02,0.0914,22078.98,0.9086,48,Correspondente bancário,2015,10,28,Servidor público,1659.34,62.0,Alugada,385.0,5,3,Não,0
P000328,2025-08-01,24700.0,2264.99,0.0917,22435.01,0.9083,48,Digital,2020,5,25,Autônomo,3083.23,14.0,Própria,493.0,2,2,Não,0
P000329,2025-12-01,32300.0,6543.98,0.2026,25756.02,0.7974,48,Revenda multimarca,2021,4,35,Autônomo,4347.19,104.0,Própria,470.0,2,3,Não,0
P000330,2025-07-01,45200.0,18116.16,0.4008,27083.84,0.5992,24,Concessionária,2017,8,29,CLT,4160.21,27.0,Alugada,499.0,1,1,Não,0
P000331,2025-09-01,25200.0,1711.08,0.0679,23488.92,0.9321,36,Correspondente bancário,2022,3,43,Autônomo,2176.84,77.0,Financiada,502.0,2,2,Não,0
