id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P002306,0.067969,6,APROVAR,0.0265,60,0.21
P002307,0.589591,1,NEGAR,,,
P002308,0.052427,8,APROVAR,0.0247,60,0.0
P002309,0.102095,5,APROVAR,0.0282,24,0.21
P002310,0.110795,4,NEGAR,,,
P002311,0.072481,6,APROVAR,0.0265,60,0.21
P002312,0.058372,7,APROVAR,0.0256,60,0.0
P002313,0.091818,5,APROVAR,0.0282,48,0.21
P002314,0.062267,7,APROVAR,0.0256,60,0.0
P002315,0.086837,5,APROVAR,0.0282,48,0.21
P002316,0.048038,8,APROVAR,0.0247,24,0.0
P002317,0.2937,2,NEGAR,,,
P002318,0.064527,7,APROVAR,0.0256,36,0.0
P002319,0.274994,2,NEGAR,,,
P002320,0.271455,2,NEGAR,,,
P002321,0.041378,9,APROVAR,0.0236,60,0.0
P002322,0.182427,3,NEGAR,,,
P002323,0.251744,2,NEGAR,,,
P002324,0.364359,1,NEGAR,,,
P002325,0.310961,1,NEGAR,,,
P002326,0.066148,7,APROVAR,0.0256,60,0.0
P002327,0.518557,1,NEGAR,,,
P002328,0.033269,10,APROVAR,0.0227,36,0.0
P002329,0.041198,9,APROVAR,0.0236,36,0.0
P002330,0.339805,1,NEGAR,,,
P002331,0.042289,9,APROVAR,0.0236,48,0.0
P002332,0.203993,3,NEGAR,,,
P002333,0.442061,1,NEGAR,,,
P002334,0.038021,9,APROVAR,0.0236,48,0.0
P002335,0.047891,8,APROVAR,0.0247,48,0.0
P002336,0.03817,9,APROVAR,0.0236,48,0.0
P002337,0.492181,1,NEGAR,,,
P002338,0.061827,7,APROVAR,0.0256,36,0.0
P002339,0.44143,1,NEGAR,,,
P002340,0.03688,10,APROVAR,0.0227,60,0.0
P002341,0.061496,7,APROVAR,0.0256,24,0.0
P002342,0.036696,10,APROVAR,0.0227,48,0.0
P002343,0.074085,6,APROVAR,0.0265,60,0.21
P002344,0.127874,4,NEGAR,,,
P002345,0.060407,7,APROVAR,0.0256,48,0.0
P002346,0.038644,9,APROVAR,0.0236,24,0.0
P002347,0.249003,2,NEGAR,,,
P002348,0.035601,10,APROVAR,0.0227,36,0.0
P002349,0.328041,1,NEGAR,,,
P002350,0.04106,9,APROVAR,0.0236,48,0.0
P002351,0.069959,6,APROVAR,0.0265,36,0.21
P002352,0.21548,2,NEGAR,,,
P002353,0.139071,4,NEGAR,,,
P002354,0.131411,4,NEGAR,,,
P002355,0.051833,8,APROVAR,0.0247,36,0.0
P002356,0.162338,3,NEGAR,,,
P002357,0.032488,10,APROVAR,0.0227,24,0.0
P002358,0.214939,2,NEGAR,,,
P002359,0.047909,8,APROVAR,0.0247,60,0.0
P002360,0.29339,2,NEGAR,,,
P002361,0.085139,5,APROVAR,0.0282,48,0.21
P002362,0.34795,1,NEGAR,,,
P002363,0.155229,3,NEGAR,,,
P002364,0.051002,8,APROVAR,0.0247,36,0.0
P002365,0.050433,8,APROVAR,0.0247,60,0.0
P002366,0.287956,2,NEGAR,,,
P002367,0.428263,1,NEGAR,,,
P002368,0.083109,6,APROVAR,0.0265,24,0.21
P002369,0.156996,3,NEGAR,,,
P002370,0.14208,4,NEGAR,,,
P002371,0.424961,1,NEGAR,,,
P002372,0.042753,9,APROVAR,0.0236,48,0.0
P002373,0.048556,8,APROVAR,0.0247,36,0.0
P002374,0.033535,10,APROVAR,0.0227,36,0.0
P002375,0.509005,1,NEGAR,,,
P002376,0.049602,8,APROVAR,0.0247,48,0.0
P002377,0.076352,6,APROVAR,0.0265,48,0.21
P002378,0.210276,2,NEGAR,,,
P002379,0.381079,1,NEGAR,,,
P002380,0.072134,6,APROVAR,0.0265,60,0.21
P002381,0.325119,1,NEGAR,,,
P002382,0.035221,10,APROVAR,0.0227,24,0.0
P002383,0.034267,10,APROVAR,0.0227,60,0.0
P002384,0.085965,5,APROVAR,0.0282,48,0.21
P002385,0.3969,1,NEGAR,,,
P002386,0.190216,3,NEGAR,,,
P002387,0.294113,2,NEGAR,,,
P002388,0.409299,1,NEGAR,,,
P002389,0.521694,1,NEGAR,,,
P002390,0.037302,9,APROVAR,0.0236,60,0.0
P002391,0.186433,3,NEGAR,,,
P002392,0.153028,3,NEGAR,,,
P002393,0.032881,10,APROVAR,0.0227,36,0.0
P002394,0.122919,4,NEGAR,,,
P002395,0.049545,8,APROVAR,0.0247,24,0.0
P002396,0.2185,2,NEGAR,,,
P002397,0.02471,10,APROVAR,0.0227,48,0.0
P002398,0.068661,6,APROVAR,0.0265,48,0.21
P002399,0.209024,3,NEGAR,,,
P002400,0.35443,1,NEGAR,,,
P002401,0.036745,10,APROVAR,0.0227,60,0.0
P002402,0.04657,8,APROVAR,0.0247,48,0.0
P002403,0.111551,4,NEGAR,,,
P002404,0.052978,8,APROVAR,0.0247,60,0.0
P002405,0.115237,4,NEGAR,,,
P002406,0.536408,1,NEGAR,,,
P002407,0.080635,6,APROVAR,0.0265,36,0.21
P002408,0.306456,1,NEGAR,,,
P002409,0.060055,7,APROVAR,0.0256,60,0.0
P002410,0.235902,2,NEGAR,,,
P002411,0.049492,8,APROVAR,0.0247,24,0.0
P002412,0.232577,2,NEGAR,,,
P002413,0.11288,4,NEGAR,,,
P002414,0.126254,4,NEGAR,,,
P002415,0.324103,1,NEGAR,,,
P002416,0.024534,10,APROVAR,0.0227,24,0.0
P002417,0.046363,8,APROVAR,0.0247,24,0.0
P002418,0.042073,9,APROVAR,0.0236,24,0.0
P002419,0.051742,8,APROVAR,0.0247,24,0.0
P002420,0.223884,2,NEGAR,,,
P002421,0.164299,3,NEGAR,,,
P002422,0.065598,7,APROVAR,0.0256,48,0.0
P002423,0.038343,9,APROVAR,0.0236,36,0.0
P002424,0.160328,3,NEGAR,,,
P002425,0.30675,1,NEGAR,,,
P002426,0.305796,1,NEGAR,,,
P002427,0.381729,1,NEGAR,,,
P002428,0.038952,9,APROVAR,0.0236,36,0.0
P002429,0.36465,1,NEGAR,,,
P002430,0.046707,8,APROVAR,0.0247,60,0.0
P002431,0.033656,10,APROVAR,0.0227,48,0.0
P002432,0.059427,7,APROVAR,0.0256,24,0.0
P002433,0.064683,7,APROVAR,0.0256,36,0.0
P002434,0.035611,10,APROVAR,0.0227,36,0.0
P002435,0.039513,9,APROVAR,0.0236,36,0.0
P002436,0.032218,10,APROVAR,0.0227,48,0.0
P002437,0.030906,10,APROVAR,0.0227,36,0.0
P002438,0.033586,10,APROVAR,0.0227,36,0.0
P002439,0.071202,6,APROVAR,0.0265,48,0.21
P002440,0.051459,8,APROVAR,0.0247,60,0.0
P002441,0.02722,10,APROVAR,0.0227,36,0.0
P002442,0.25349,2,NEGAR,,,
P002443,0.033989,10,APROVAR,0.0227,36,0.0
P002444,0.220976,2,NEGAR,,,
P002445,0.060788,7,APROVAR,0.0256,60,0.0
P002446,0.325458,1,NEGAR,,,
P002447,0.391517,1,NEGAR,,,
P002448,0.106399,5,APROVAR,0.0282,36,0.21
P002449,0.477155,1,NEGAR,,,
P002450,0.04757,8,APROVAR,0.0247,48,0.0
P002451,0.195904,3,NEGAR,,,
P002452,0.086733,5,APROVAR,0.0282,36,0.21
P002453,0.041986,9,APROVAR,0.0236,36,0.0
P002454,0.089978,5,APROVAR,0.0282,48,0.21
P002455,0.151437,3,NEGAR,,,
P002456,0.1396,4,NEGAR,,,
P002457,0.448262,1,NEGAR,,,
P002458,0.08801,5,APROVAR,0.0282,60,0.21
P002459,0.037781,9,APROVAR,0.0236,48,0.0
P002460,0.15443,3,NEGAR,,,
P002461,0.036553,10,APROVAR,0.0227,48,0.0
P002462,0.243267,2,NEGAR,,,
P002463,0.27955,2,NEGAR,,,
P002464,0.416758,1,NEGAR,,,
P002465,0.117971,4,NEGAR,,,
P002466,0.041167,9,APROVAR,0.0236,48,0.0
P002467,0.035554,10,APROVAR,0.0227,24,0.0
P002468,0.03292,10,APROVAR,0.0227,48,0.0
P002469,0.063535,7,APROVAR,0.0256,48,0.0
P002470,0.048379,8,APROVAR,0.0247,36,0.0
P002471,0.472919,1,NEGAR,,,
P002472,0.09736,5,APROVAR,0.0282,60,0.21
P002473,0.033059,10,APROVAR,0.0227,36,0.0
P002474,0.151078,3,NEGAR,,,
P002475,0.191904,3,NEGAR,,,
P002476,0.068401,6,APROVAR,0.0265,36,0.21
P002477,0.260446,2,NEGAR,,,
P002478,0.05352,8,APROVAR,0.0247,36,0.0
P002479,0.22212,2,NEGAR,,,
P002480,0.036761,10,APROVAR,0.0227,24,0.0
P002481,0.073837,6,APROVAR,0.0265,36,0.21
P002482,0.120525,4,NEGAR,,,
P002483,0.038413,9,APROVAR,0.0236,36,0.0
P002484,0.041813,9,APROVAR,0.0236,36,0.0
P002485,0.056082,7,APROVAR,0.0256,48,0.0
P002486,0.298893,2,NEGAR,,,
P002487,0.055667,7,APROVAR,0.0256,24,0.0
P002488,0.030759,10,APROVAR,0.0227,36,0.0
P002489,0.035882,10,APROVAR,0.0227,60,0.0
P002490,0.149731,3,NEGAR,,,
P002491,0.069178,6,APROVAR,0.0265,48,0.21
P002492,0.314706,1,NEGAR,,,
P002493,0.110818,4,NEGAR,,,
P002494,0.159251,3,NEGAR,,,
P002495,0.255423,2,NEGAR,,,
P002496,0.029727,10,APROVAR,0.0227,36,0.0
P002497,0.252724,2,NEGAR,,,
P002498,0.387121,1,NEGAR,,,
P002499,0.137551,4,NEGAR,,,
P002500,0.077475,6,APROVAR,0.0265,48,0.21
P002501,0.066157,7,APROVAR,0.0256,36,0.0
P002502,0.05031,8,APROVAR,0.0247,48,0.0
P002503,0.514071,1,NEGAR,,,
P002504,0.037592,9,APROVAR,0.0236,48,0.0
P002505,0.054872,7,APROVAR,0.0256,60,0.0
P002506,0.06322,7,APROVAR,0.0256,36,0.0
P002507,0.314123,1,NEGAR,,,
P002508,0.030286,10,APROVAR,0.0227,60,0.0
P002509,0.134684,4,NEGAR,,,
P002510,0.019529,10,APROVAR,0.0227,36,0.0
P002511,0.026979,10,APROVAR,0.0227,36,0.0
P002512,0.589643,1,NEGAR,,,
P002513,0.033097,10,APROVAR,0.0227,36,0.0
P002514,0.044465,9,APROVAR,0.0236,36,0.0
P002515,0.035676,10,APROVAR,0.0227,24,0.0
P002516,0.051418,8,APROVAR,0.0247,24,0.0
P002517,0.02819,10,APROVAR,0.0227,48,0.0
P002518,0.228972,2,NEGAR,,,
P002519,0.168295,3,NEGAR,,,
P002520,0.265849,2,NEGAR,,,
P002521,0.230883,2,NEGAR,,,
P002522,0.088024,5,APROVAR,0.0282,48,0.21
P002523,0.139249,4,NEGAR,,,
P002524,0.086704,5,APROVAR,0.0282,48,0.21
P002525,0.029982,10,APROVAR,0.0227,36,0.0
P002526,0.450714,1,NEGAR,,,
P002527,0.193234,3,NEGAR,,,
P002528,0.090983,5,APROVAR,0.0282,24,0.21
P002529,0.300241,2,NEGAR,,,
P002530,0.090302,5,APROVAR,0.0282,24,0.21
P002531,0.066326,6,APROVAR,0.0265,48,0.21
P002532,0.288432,2,NEGAR,,,
P002533,0.520545,1,NEGAR,,,
P002534,0.055541,7,APROVAR,0.0256,48,0.0
P002535,0.098989,5,APROVAR,0.0282,60,0.21
P002536,0.147708,3,NEGAR,,,
P002537,0.149312,3,NEGAR,,,
P002538,0.115304,4,NEGAR,,,
P002539,0.124599,4,NEGAR,,,
P002540,0.031317,10,APROVAR,0.0227,36,0.0
P002541,0.033319,10,APROVAR,0.0227,24,0.0
P002542,0.044563,9,APROVAR,0.0236,24,0.0
P002543,0.15465,3,NEGAR,,,
P002544,0.249632,2,NEGAR,,,
P002545,0.065803,7,APROVAR,0.0256,36,0.0
P002546,0.128383,4,NEGAR,,,
P002547,0.03897,9,APROVAR,0.0236,48,0.0
P002548,0.059947,7,APROVAR,0.0256,24,0.0
P002549,0.198638,3,NEGAR,,,
P002550,0.245251,2,NEGAR,,,
P002551,0.221887,2,NEGAR,,,
P002552,0.311961,1,NEGAR,,,
P002553,0.226497,2,NEGAR,,,
P002554,0.131679,4,NEGAR,,,
P002555,0.028653,10,APROVAR,0.0227,24,0.0
P002556,0.067273,6,APROVAR,0.0265,60,0.21
P002557,0.02751,10,APROVAR,0.0227,36,0.0
P002558,0.204359,3,NEGAR,,,
P002559,0.098023,5,APROVAR,0.0282,36,0.21
P002560,0.020511,10,APROVAR,0.0227,60,0.0
P002561,0.106665,5,APROVAR,0.0282,60,0.21
P002562,0.304205,1,NEGAR,,,
P002563,0.105564,5,APROVAR,0.0282,48,0.21
P002564,0.264912,2,NEGAR,,,
P002565,0.035162,10,APROVAR,0.0227,36,0.0
P002566,0.162215,3,NEGAR,,,
P002567,0.183602,3,NEGAR,,,
P002568,0.235829,2,NEGAR,,,
P002569,0.066177,7,APROVAR,0.0256,36,0.0
P002570,0.03548,10,APROVAR,0.0227,60,0.0
P002571,0.060095,7,APROVAR,0.0256,48,0.0
P002572,0.310953,1,NEGAR,,,
P002573,0.088433,5,APROVAR,0.0282,48,0.21
P002574,0.025501,10,APROVAR,0.0227,36,0.0
P002575,0.018635,10,APROVAR,0.0227,24,0.0
P002576,0.24859,2,NEGAR,,,
P002577,0.170583,3,NEGAR,,,
P002578,0.081601,6,APROVAR,0.0265,48,0.21
P002579,0.306898,1,NEGAR,,,
P002580,0.234364,2,NEGAR,,,
P002581,0.258582,2,NEGAR,,,
P002582,0.084026,5,APROVAR,0.0282,60,0.21
P002583,0.131311,4,NEGAR,,,
P002584,0.652118,1,NEGAR,,,
P002585,0.052439,8,APROVAR,0.0247,24,0.0
P002586,0.070597,6,APROVAR,0.0265,48,0.21
P002587,0.05254,8,APROVAR,0.0247,24,0.0
P002588,0.312121,1,NEGAR,,,
P002589,0.037826,9,APROVAR,0.0236,24,0.0
P002590,0.08917,5,APROVAR,0.0282,24,0.21
P002591,0.035793,10,APROVAR,0.0227,24,0.0
P002592,0.041682,9,APROVAR,0.0236,60,0.0
P002593,0.042946,9,APROVAR,0.0236,36,0.0
P002594,0.047031,8,APROVAR,0.0247,36,0.0
P002595,0.307477,1,NEGAR,,,
P002596,0.104654,5,APROVAR,0.0282,48,0.21
P002597,0.03392,10,APROVAR,0.0227,36,0.0
P002598,0.272814,2,NEGAR,,,
P002599,0.046556,8,APROVAR,0.0247,24,0.0
P002600,0.047835,8,APROVAR,0.0247,60,0.0
P002601,0.205241,3,NEGAR,,,
P002602,0.024759,10,APROVAR,0.0227,60,0.0
P002603,0.048788,8,APROVAR,0.0247,48,0.0
P002604,0.040994,9,APROVAR,0.0236,48,0.0
P002605,0.045023,8,APROVAR,0.0247,48,0.0
P002606,0.035979,10,APROVAR,0.0227,48,0.0
P002607,0.192121,3,NEGAR,,,
P002608,0.245807,2,NEGAR,,,
P002609,0.047982,8,APROVAR,0.0247,24,0.0
P002610,0.061597,7,APROVAR,0.0256,24,0.0
P002611,0.088214,5,APROVAR,0.0282,48,0.21
P002612,0.03615,10,APROVAR,0.0227,36,0.0
P002613,0.59778,1,NEGAR,,,
P002614,0.126593,4,NEGAR,,,
P002615,0.284161,2,NEGAR,,,
P002616,0.394579,1,NEGAR,,,
P002617,0.121667,4,NEGAR,,,
P002618,0.043504,9,APROVAR,0.0236,48,0.0
P002619,0.075498,6,APROVAR,0.0265,36,0.21
P002620,0.407457,1,NEGAR,,,
P002621,0.338554,1,NEGAR,,,
P002622,0.052785,8,APROVAR,0.0247,48,0.0
P002623,0.225015,2,NEGAR,,,
P002624,0.1149,4,NEGAR,,,
P002625,0.633415,1,NEGAR,,,
P002626,0.035612,10,APROVAR,0.0227,48,0.0
P002627,0.198362,3,NEGAR,,,
P002628,0.140046,4,NEGAR,,,
P002629,0.315961,1,NEGAR,,,
P002630,0.109811,4,NEGAR,,,
P002631,0.155959,3,NEGAR,,,
P002632,0.063391,7,APROVAR,0.0256,36,0.0
P002633,0.107948,4,NEGAR,,,
P002634,0.332362,1,NEGAR,,,
P002635,0.04459,9,APROVAR,0.0236,24,0.0
P002636,0.188411,3,NEGAR,,,
P002637,0.274047,2,NEGAR,,,
P002638,0.275696,2,NEGAR,,,
P002639,0.062011,7,APROVAR,0.0256,48,0.0
P002640,0.224308,2,NEGAR,,,
P002641,0.056378,7,APROVAR,0.0256,48,0.0
P002642,0.280344,2,NEGAR,,,
P002643,0.085224,5,APROVAR,0.0282,36,0.21
P002644,0.404991,1,NEGAR,,,
P002645,0.030268,10,APROVAR,0.0227,60,0.0
P002646,0.042086,9,APROVAR,0.0236,24,0.0
P002647,0.040285,9,APROVAR,0.0236,48,0.0
P002648,0.231112,2,NEGAR,,,
P002649,0.033288,10,APROVAR,0.0227,36,0.0
P002650,0.049006,8,APROVAR,0.0247,60,0.0
P002651,0.022737,10,APROVAR,0.0227,48,0.0
P002652,0.043446,9,APROVAR,0.0236,36,0.0
P002653,0.036034,10,APROVAR,0.0227,24,0.0
P002654,0.08384,6,APROVAR,0.0265,24,0.21
P002655,0.132984,4,NEGAR,,,
P002656,0.245293,2,NEGAR,,,
P002657,0.038177,9,APROVAR,0.0236,24,0.0
P002658,0.131907,4,NEGAR,,,
P002659,0.062345,7,APROVAR,0.0256,48,0.0
P002660,0.067709,6,APROVAR,0.0265,60,0.21
P002661,0.061916,7,APROVAR,0.0256,48,0.0
P002662,0.058321,7,APROVAR,0.0256,36,0.0
P002663,0.035975,10,APROVAR,0.0227,24,0.0
P002664,0.030989,10,APROVAR,0.0227,36,0.0
P002665,0.081759,6,APROVAR,0.0265,60,0.21
P002666,0.028161,10,APROVAR,0.0227,24,0.0
P002667,0.291018,2,NEGAR,,,
P002668,0.221262,2,NEGAR,,,
P002669,0.036153,10,APROVAR,0.0227,36,0.0
P002670,0.038035,9,APROVAR,0.0236,48,0.0
P002671,0.091197,5,APROVAR,0.0282,48,0.21
P002672,0.051499,8,APROVAR,0.0247,24,0.0
P002673,0.028033,10,APROVAR,0.0227,48,0.0
P002674,0.393892,1,NEGAR,,,
P002675,0.328732,1,NEGAR,,,
P002676,0.04901,8,APROVAR,0.0247,36,0.0
P002677,0.305684,1,NEGAR,,,
P002678,0.041321,9,APROVAR,0.0236,24,0.0
P002679,0.073026,6,APROVAR,0.0265,24,0.21
P002680,0.039108,9,APROVAR,0.0236,48,0.0
P002681,0.107141,4,NEGAR,,,
P002682,0.451335,1,NEGAR,,,
P002683,0.256209,2,NEGAR,,,
P002684,0.103387,5,APROVAR,0.0282,36,0.21
P002685,0.189182,3,NEGAR,,,
P002686,0.407917,1,NEGAR,,,
P002687,0.035951,10,APROVAR,0.0227,36,0.0
P002688,0.100553,5,APROVAR,0.0282,48,0.21
P002689,0.251639,2,NEGAR,,,
P002690,0.045757,8,APROVAR,0.0247,48,0.0
P002691,0.060576,7,APROVAR,0.0256,48,0.0
P002692,0.189007,3,NEGAR,,,
P002693,0.101492,5,APROVAR,0.0282,24,0.21
P002694,0.06093,7,APROVAR,0.0256,24,0.0
P002695,0.305036,1,NEGAR,,,
P002696,0.042745,9,APROVAR,0.0236,48,0.0
P002697,0.030674,10,APROVAR,0.0227,48,0.0
P002698,0.043469,9,APROVAR,0.0236,60,0.0
P002699,0.038957,9,APROVAR,0.0236,36,0.0
P002700,0.057303,7,APROVAR,0.0256,48,0.0
P002701,0.255711,2,NEGAR,,,
P002702,0.053065,8,APROVAR,0.0247,60,0.0
P002703,0.317262,1,NEGAR,,,
P002704,0.035744,10,APROVAR,0.0227,36,0.0
P002705,0.095513,5,APROVAR,0.0282,60,0.21
P002706,0.199218,3,NEGAR,,,
P002707,0.043361,9,APROVAR,0.0236,24,0.0
P002708,0.051137,8,APROVAR,0.0247,24,0.0
P002709,0.027487,10,APROVAR,0.0227,24,0.0
P002710,0.039621,9,APROVAR,0.0236,36,0.0
P002711,0.046133,8,APROVAR,0.0247,36,0.0
P002712,0.10793,4,NEGAR,,,
P002713,0.038866,9,APROVAR,0.0236,60,0.0
P002714,0.032925,10,APROVAR,0.0227,24,0.0
P002715,0.109517,4,NEGAR,,,
P002716,0.032199,10,APROVAR,0.0227,60,0.0
P002717,0.230314,2,NEGAR,,,
P002718,0.23191,2,NEGAR,,,
P002719,0.034642,10,APROVAR,0.0227,24,0.0
P002720,0.226658,2,NEGAR,,,
P002721,0.039091,9,APROVAR,0.0236,48,0.0
P002722,0.243935,2,NEGAR,,,
P002723,0.074973,6,APROVAR,0.0265,48,0.21
P002724,0.032954,10,APROVAR,0.0227,48,0.0
P002725,0.174034,3,NEGAR,,,
P002726,0.035969,10,APROVAR,0.0227,60,0.0
P002727,0.069814,6,APROVAR,0.0265,24,0.21
P002728,0.090944,5,APROVAR,0.0282,48,0.21
P002729,0.051687,8,APROVAR,0.0247,60,0.0
P002730,0.04753,8,APROVAR,0.0247,60,0.0
P002731,0.065013,7,APROVAR,0.0256,24,0.0
P002732,0.022851,10,APROVAR,0.0227,24,0.0
P002733,0.111594,4,NEGAR,,,
P002734,0.155595,3,NEGAR,,,
P002735,0.27042,2,NEGAR,,,
P002736,0.023889,10,APROVAR,0.0227,24,0.0
P002737,0.066276,7,APROVAR,0.0256,60,0.0
P002738,0.054257,7,APROVAR,0.0256,24,0.0
P002739,0.15473,3,NEGAR,,,
P002740,0.110553,4,NEGAR,,,
P002741,0.33697,1,NEGAR,,,
P002742,0.244177,2,NEGAR,,,
P002743,0.153332,3,NEGAR,,,
P002744,0.035332,10,APROVAR,0.0227,36,0.0
P002745,0.353613,1,NEGAR,,,
P002746,0.115506,4,NEGAR,,,
P002747,0.201222,3,NEGAR,,,
P002748,0.210699,2,NEGAR,,,
P002749,0.121199,4,NEGAR,,,
P002750,0.469146,1,NEGAR,,,
P002751,0.045183,8,APROVAR,0.0247,48,0.0
P002752,0.038644,9,APROVAR,0.0236,48,0.0
P002753,0.032402,10,APROVAR,0.0227,60,0.0
P002754,0.083729,6,APROVAR,0.0265,48,0.21
P002755,0.055462,7,APROVAR,0.0256,60,0.0
P002756,0.033152,10,APROVAR,0.0227,36,0.0
P002757,0.035015,10,APROVAR,0.0227,60,0.0
P002758,0.033337,10,APROVAR,0.0227,36,0.0
P002759,0.038253,9,APROVAR,0.0236,36,0.0
P002760,0.041342,9,APROVAR,0.0236,36,0.0
P002761,0.032738,10,APROVAR,0.0227,48,0.0
P002762,0.047406,8,APROVAR,0.0247,36,0.0
P002763,0.035454,10,APROVAR,0.0227,24,0.0
P002764,0.083481,6,APROVAR,0.0265,48,0.21
P002765,0.045682,8,APROVAR,0.0247,60,0.0
P002766,0.070766,6,APROVAR,0.0265,36,0.21
P002767,0.364883,1,NEGAR,,,
P002768,0.455568,1,NEGAR,,,
P002769,0.267254,2,NEGAR,,,
P002770,0.188547,3,NEGAR,,,
P002771,0.234386,2,NEGAR,,,
P002772,0.265848,2,NEGAR,,,
P002773,0.049965,8,APROVAR,0.0247,36,0.0
P002774,0.043656,9,APROVAR,0.0236,24,0.0
P002775,0.333034,1,NEGAR,,,
P002776,0.074181,6,APROVAR,0.0265,48,0.21
P002777,0.495544,1,NEGAR,,,
P002778,0.042264,9,APROVAR,0.0236,48,0.0
P002779,0.07912,6,APROVAR,0.0265,60,0.21
P002780,0.293116,2,NEGAR,,,
P002781,0.046761,8,APROVAR,0.0247,48,0.0
P002782,0.171321,3,NEGAR,,,
P002783,0.135182,4,NEGAR,,,
P002784,0.10805,4,NEGAR,,,
P002785,0.073653,6,APROVAR,0.0265,36,0.21
P002786,0.03823,9,APROVAR,0.0236,36,0.0
P002787,0.050309,8,APROVAR,0.0247,24,0.0
P002788,0.434906,1,NEGAR,,,
P002789,0.102551,5,APROVAR,0.0282,48,0.21
P002790,0.082321,6,APROVAR,0.0265,24,0.21
P002791,0.091585,5,APROVAR,0.0282,60,0.21
P002792,0.05043,8,APROVAR,0.0247,60,0.0
P002793,0.031387,10,APROVAR,0.0227,24,0.0
P002794,0.03236,10,APROVAR,0.0227,24,0.0
P002795,0.090575,5,APROVAR,0.0282,24,0.21
P002796,0.335735,1,NEGAR,,,
P002797,0.039695,9,APROVAR,0.0236,36,0.0
P002798,0.053896,8,APROVAR,0.0247,24,0.0
P002799,0.229068,2,NEGAR,,,
P002800,0.121479,4,NEGAR,,,
P002801,0.269493,2,NEGAR,,,
P002802,0.81822,1,NEGAR,,,
P002803,0.023828,10,APROVAR,0.0227,36,0.0
P002804,0.028549,10,APROVAR,0.0227,48,0.0
P002805,0.194818,3,NEGAR,,,
P002806,0.157366,3,NEGAR,,,
P002807,0.081989,6,APROVAR,0.0265,48,0.21
P002808,0.584535,1,NEGAR,,,
P002809,0.185476,3,NEGAR,,,
P002810,0.204145,3,NEGAR,,,
P002811,0.606552,1,NEGAR,,,
P002812,0.239566,2,NEGAR,,,
P002813,0.047506,8,APROVAR,0.0247,36,0.0
P002814,0.212578,2,NEGAR,,,
P002815,0.029158,10,APROVAR,0.0227,36,0.0
P002816,0.034663,10,APROVAR,0.0227,24,0.0
P002817,0.220033,2,NEGAR,,,
P002818,0.18657,3,NEGAR,,,
P002819,0.200155,3,NEGAR,,,
P002820,0.104937,5,APROVAR,0.0282,48,0.21
P002821,0.046765,8,APROVAR,0.0247,48,0.0
P002822,0.394784,1,NEGAR,,,
P002823,0.169343,3,NEGAR,,,
P002824,0.026026,10,APROVAR,0.0227,60,0.0
P002825,0.08721,5,APROVAR,0.0282,24,0.21
P002826,0.072619,6,APROVAR,0.0265,60,0.21
P002827,0.524039,1,NEGAR,,,
P002828,0.277035,2,NEGAR,,,
P002829,0.562187,1,NEGAR,,,
P002830,0.046977,8,APROVAR,0.0247,24,0.0
P002831,0.195357,3,NEGAR,,,
P002832,0.088757,5,APROVAR,0.0282,24,0.21
P002833,0.057211,7,APROVAR,0.0256,60,0.0
P002834,0.395796,1,NEGAR,,,
P002835,0.052063,8,APROVAR,0.0247,48,0.0
P002836,0.047137,8,APROVAR,0.0247,24,0.0
P002837,0.039641,9,APROVAR,0.0236,48,0.0
P002838,0.290137,2,NEGAR,,,
P002839,0.110479,4,NEGAR,,,
P002840,0.038006,9,APROVAR,0.0236,48,0.0
P002841,0.263558,2,NEGAR,,,
P002842,0.07995,6,APROVAR,0.0265,48,0.21
P002843,0.029172,10,APROVAR,0.0227,24,0.0
P002844,0.185056,3,NEGAR,,,
P002845,0.031463,10,APROVAR,0.0227,48,0.0
P002846,0.058679,7,APROVAR,0.0256,24,0.0
P002847,0.032616,10,APROVAR,0.0227,36,0.0
P002848,0.707758,1,NEGAR,,,
P002849,0.144159,3,NEGAR,,,
P002850,0.069998,6,APROVAR,0.0265,24,0.21
P002851,0.073168,6,APROVAR,0.0265,48,0.21
P002852,0.048097,8,APROVAR,0.0247,48,0.0
P002853,0.051232,8,APROVAR,0.0247,24,0.0
P002854,0.124459,4,NEGAR,,,
P002855,0.394677,1,NEGAR,,,
P002856,0.399863,1,NEGAR,,,
P002857,0.224833,2,NEGAR,,,
P002858,0.051972,8,APROVAR,0.0247,24,0.0
P002859,0.292912,2,NEGAR,,,
P002860,0.192461,3,NEGAR,,,
P002861,0.073033,6,APROVAR,0.0265,48,0.21
P002862,0.033408,10,APROVAR,0.0227,48,0.0
P002863,0.490643,1,NEGAR,,,
P002864,0.100801,5,APROVAR,0.0282,60,0.21
P002865,0.213661,2,NEGAR,,,
P002866,0.348708,1,NEGAR,,,
P002867,0.114073,4,NEGAR,,,
P002868,0.034541,10,APROVAR,0.0227,48,0.0
P002869,0.217144,2,NEGAR,,,
P002870,0.046917,8,APROVAR,0.0247,24,0.0
P002871,0.027457,10,APROVAR,0.0227,48,0.0
P002872,0.152457,3,NEGAR,,,
P002873,0.643862,1,NEGAR,,,
P002874,0.037075,9,APROVAR,0.0236,36,0.0
P002875,0.034278,10,APROVAR,0.0227,48,0.0
P002876,0.294753,2,NEGAR,,,
P002877,0.0568,7,APROVAR,0.0256,24,0.0
