id_proposta,faixa,pd_enquadramento,decisao,taxa_am,prazo_meses,pct_entrada_minima,pct_entrada_efetiva,valor_entrada,valor_financiado,ltv,idade_veiculo_anos,possui_avalista,pd_oferta
P000242,3,0.187411,NEGAR,0.0336,60,0.21,0.21,7791.0,29309.0,0.79,7,Não,0.165801
P000243,6,0.078497,APROVAR,0.0265,48,0.21,0.2322,5108.4,16891.6,0.7678,10,Não,0.078497
P000244,10,0.036741,APROVAR,0.0227,24,0.0,0.5256,43940.16,39659.84,0.4744,2,Não,0.036741
P000245,2,0.22519,NEGAR,0.035,48,0.21,0.21,6321.0,23779.0,0.79,5,Sim,0.185696
P000246,8,0.053751,APROVAR,0.0247,24,0.0,0.1892,10481.68,44918.32,0.8108,7,Não,0.053751
P000247,7,0.05917,APROVAR,0.0256,60,0.0,0.2406,6664.62,21035.38,0.7594,5,Não,0.05917
P000248,10,0.036475,APROVAR,0.0227,60,0.0,0.1429,4958.63,29741.37,0.8571,3,Não,0.036475
P000249,6,0.077211,APROVAR,0.0265,36,0.21,0.21,5502.0,20698.0,0.79,8,Não,0.038123
P000250,1,0.336677,NEGAR,0.035,60,0.21,0.21,5502.0,20698.0,0.79,1,Não,0.240725
P000251,4,0.137918,NEGAR,0.0303,48,0.21,0.5289,11635.8,10364.2,0.4711,12,Sim,0.137918
P000252,4,0.122285,NEGAR,0.0303,24,0.21,0.2715,10832.85,29067.15,0.7285,5,Não,0.122285
P000253,9,0.037751,APROVAR,0.0236,36,0.0,0.2959,31276.63,74423.37,0.7041,5,Não,0.037751
P000254,5,0.084576,APROVAR,0.0282,24,0.21,0.3871,18658.22,29541.78,0.6129,9,Não,0.084576
P000255,4,0.119599,NEGAR,0.0303,36,0.21,0.21,6174.0,23226.0,0.79,4,Não,0.126256
P000256,2,0.285357,NEGAR,0.035,60,0.21,0.21,12348.0,46452.0,0.79,4,Não,0.228324
P000257,8,0.047261,APROVAR,0.0247,24,0.0,0.2208,12055.68,42544.32,0.7792,1,Não,0.047261
P000258,7,0.058914,APROVAR,0.0256,60,0.0,0.2244,5789.52,20010.48,0.7756,7,Sim,0.058914
P000259,3,0.202476,NEGAR,0.0336,60,0.21,0.21,18228.0,68572.0,0.79,4,Não,0.206838
P000260,4,0.110469,NEGAR,0.0303,60,0.21,0.21,14133.0,53167.0,0.79,2,Sim,0.099717
P000261,6,0.066884,APROVAR,0.0265,36,0.21,0.75,29625.0,9875.0,0.25,2,Não,0.066884
P000262,6,0.082402,APROVAR,0.0265,60,0.21,0.21,5985.0,22515.0,0.79,2,Não,0.050932
P000263,2,0.239837,NEGAR,0.035,48,0.21,0.21,9975.0,37525.0,0.79,8,Sim,0.243276
P000264,8,0.053079,APROVAR,0.0247,60,0.0,0.421,22228.8,30571.2,0.579,0,Não,0.053079
P000265,2,0.21808,NEGAR,0.035,36,0.21,0.5092,23830.56,22969.44,0.4908,1,Não,0.21808
P000266,10,0.036303,APROVAR,0.0227,36,0.0,0.536,27496.8,23803.2,0.464,1,Sim,0.036303
P000267,10,0.03303,APROVAR,0.0227,48,0.0,0.3427,17169.27,32930.73,0.6573,3,Não,0.03303
P000268,10,0.030166,APROVAR,0.0227,60,0.0,0.613,21516.3,13583.7,0.387,12,Não,0.030166
P000269,6,0.080904,APROVAR,0.0265,24,0.21,0.2878,17987.5,44512.5,0.7122,1,Não,0.080904
P000270,7,0.060825,APROVAR,0.0256,48,0.0,0.1368,6785.28,42814.72,0.8632,2,Não,0.060825
P000271,10,0.029364,APROVAR,0.0227,36,0.0,0.2455,10752.9,33047.1,0.7545,11,Não,0.029364
P000272,2,0.261709,NEGAR,0.035,24,0.21,0.2186,4809.2,17190.8,0.7814,3,Não,0.261709
P000273,6,0.081358,APROVAR,0.0265,36,0.21,0.5028,12117.48,11982.52,0.4972,3,Não,0.081358
P000274,1,0.479482,NEGAR,0.035,48,0.21,0.21,4683.0,17617.0,0.79,8,Não,0.479482
P000275,2,0.212462,NEGAR,0.035,48,0.21,0.21,9450.0,35550.0,0.79,0,Não,0.210809
P000276,8,0.044838,APROVAR,0.0247,36,0.0,0.3127,12226.57,26873.43,0.6873,1,Não,0.044838
P000277,10,0.034591,APROVAR,0.0227,36,0.0,0.5505,46627.35,38072.65,0.4495,3,Não,0.034591
P000278,6,0.073543,APROVAR,0.0265,48,0.21,0.3817,28589.33,46310.67,0.6183,1,Não,0.073543
P000279,9,0.042782,APROVAR,0.0236,36,0.0,0.1271,3063.11,21036.89,0.8729,3,Não,0.042782
P000280,1,0.337249,NEGAR,0.035,60,0.21,0.21,7707.0,28993.0,0.79,2,Sim,0.308967
P000281,1,0.329262,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,11,Sim,0.327707
P000282,2,0.220584,NEGAR,0.035,60,0.21,0.21,6447.0,24253.0,0.79,1,Não,0.220584
P000283,10,0.032913,APROVAR,0.0227,36,0.0,0.1761,4437.72,20762.28,0.8239,8,Sim,0.032913
P000284,8,0.045062,APROVAR,0.0247,24,0.0,0.3275,10185.25,20914.75,0.6725,5,Não,0.045062
P000285,4,0.127609,NEGAR,0.0303,24,0.21,0.4864,10700.8,11299.2,0.5136,4,Não,0.127609
P000286,5,0.085679,APROVAR,0.0282,60,0.21,0.21,11949.0,44951.0,0.79,6,Não,0.081251
P000287,1,0.494147,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,12,Sim,0.295545
P000288,1,0.332827,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,3,Sim,0.315959
P000289,10,0.0368,APROVAR,0.0227,36,0.0,0.5185,27636.05,25663.95,0.4815,2,Não,0.0368
P000290,9,0.04079,APROVAR,0.0236,48,0.0,0.2617,20752.81,58547.19,0.7383,2,Sim,0.04079
P000291,3,0.199085,NEGAR,0.0336,36,0.21,0.3307,16303.51,32996.49,0.6693,5,Não,0.199085
P000292,6,0.078244,APROVAR,0.0265,60,0.21,0.21,4767.0,17933.0,0.79,4,Sim,0.078384
P000293,7,0.062788,APROVAR,0.0256,36,0.0,0.1821,18027.9,80972.1,0.8179,5,Não,0.062788
P000294,9,0.040136,APROVAR,0.0236,48,0.0,0.1572,3489.84,18710.16,0.8428,2,Não,0.040136
P000295,10,0.027825,APROVAR,0.0227,36,0.0,0.1737,9258.21,44041.79,0.8263,12,Não,0.027825
P000296,5,0.100514,APROVAR,0.0282,60,0.21,0.21,7854.0,29546.0,0.79,6,Não,0.045992
P000297,3,0.150076,NEGAR,0.0336,48,0.21,0.21,14364.0,54036.0,0.79,2,Não,0.061218
P000298,1,0.419885,NEGAR,0.035,60,0.21,0.21,8778.0,33022.0,0.79,4,Não,0.269362
P000299,3,0.189733,NEGAR,0.0336,60,0.21,0.3824,16252.0,26248.0,0.6176,3,Sim,0.189733
P000300,1,0.387003,NEGAR,0.035,60,0.21,0.21,7791.0,29309.0,0.79,8,Não,0.390444
P000301,10,0.035565,APROVAR,0.0227,36,0.0,0.38,15884.0,25916.0,0.62,1,Não,0.035565
P000302,7,0.058296,APROVAR,0.0256,36,0.0,0.4256,13108.48,17691.52,0.5744,3,Não,0.058296
P000303,2,0.233485,NEGAR,0.035,48,0.21,0.21,4914.0,18486.0,0.79,4,Não,0.238085
P000304,9,0.038271,APROVAR,0.0236,48,0.0,0.265,15847.0,43953.0,0.735,2,Não,0.038271
P000305,2,0.293402,NEGAR,0.035,60,0.21,0.21,4893.0,18407.0,0.79,4,Sim,0.23684
P000306,10,0.033135,APROVAR,0.0227,36,0.0,0.0837,3992.49,43707.51,0.9163,6,Não,0.033135
P000307,6,0.074537,APROVAR,0.0265,48,0.21,0.3231,11050.02,23149.98,0.6769,7,Não,0.074537
P000308,6,0.074536,APROVAR,0.0265,36,0.21,0.4316,15149.16,19950.84,0.5684,3,Não,0.074536
P000309,3,0.201694,NEGAR,0.0336,48,0.21,0.2969,12677.63,30022.37,0.7031,2,Não,0.201694
P000310,6,0.071294,APROVAR,0.0265,60,0.21,0.21,8379.0,31521.0,0.79,5,Não,0.055025
P000311,5,0.099537,APROVAR,0.0282,48,0.21,0.243,28212.3,87887.7,0.757,1,Não,0.099537
P000312,9,0.040587,APROVAR,0.0236,60,0.0,0.137,10768.2,67831.8,0.863,6,Não,0.040587
P000313,6,0.070649,APROVAR,0.0265,48,0.21,0.4482,22499.64,27700.36,0.5518,4,Não,0.070649
P000314,1,0.396502,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,7,Sim,0.318445
P000315,5,0.090643,APROVAR,0.0282,48,0.21,0.21,12264.0,46136.0,0.79,2,Não,0.049593
P000316,1,0.551065,NEGAR,0.035,60,0.21,0.6441,15265.17,8434.83,0.3559,6,Não,0.551065
P000317,4,0.110071,NEGAR,0.0303,36,0.21,0.21,15603.0,58697.0,0.79,3,Não,0.039913
P000318,4,0.135358,NEGAR,0.0303,36,0.21,0.21,7812.0,29388.0,0.79,2,Não,0.118205
P000319,9,0.043386,APROVAR,0.0236,36,0.0,0.0602,3852.8,60147.2,0.9398,1,Não,0.043386
P000320,6,0.072498,APROVAR,0.0265,48,0.21,0.21,12537.0,47163.0,0.79,6,Não,0.058483
P000321,3,0.188943,NEGAR,0.0336,36,0.21,0.2171,4776.2,17223.8,0.7829,4,Não,0.188943
P000322,1,0.448617,NEGAR,0.035,36,0.21,0.294,6468.0,15532.0,0.706,11,Não,0.448617
P000323,2,0.231762,NEGAR,0.035,24,0.21,0.21,4620.0,17380.0,0.79,9,Não,0.237015
P000324,10,0.034741,APROVAR,0.0227,60,0.0,0.3513,28279.65,52220.35,0.6487,3,Não,0.034741
P000325,2,0.28121,NEGAR,0.035,60,0.21,0.21,14700.0,55300.0,0.79,4,Sim,0.279308
P000326,7,0.056101,APROVAR,0.0256,48,0.0,0.2553,14245.74,41554.26,0.7447,12,Não,0.056101
P000327,1,0.340008,NEGAR,0.035,48,0.21,0.21,5103.0,19197.0,0.79,10,Não,0.346128
P000328,1,0.387769,NEGAR,0.035,48,0.21,0.21,5187.0,19513.0,0.79,5,Não,0.404218
P000329,2,0.233603,NEGAR,0.035,48,0.21,0.21,6783.0,25517.0,0.79,4,Não,0.231027
P000330,5,0.090406,APROVAR,0.0282,24,0.21,0.4008,18116.16,27083.84,0.5992,8,Não,0.090406
P000331,1,0.471183,NEGAR,0.035,36,0.21,0.21,5292.0,19908.0,0.79,3,Não,0.362108
P000332,5,0.097733,APROVAR,0.0282,36,0.21,0.4226,21003.22,28696.78,0.5774,2,Não,0.097733
P000333,6,0.0703,APROVAR,0.0265,48,0.21,0.2578,7244.18,20855.82,0.7422,5,Não,0.0703
P000334,8,0.050841,APROVAR,0.0247,24,0.0,0.75,24975.0,8325.0,0.25,2,Não,0.050841
P000335,1,0.310022,NEGAR,0.035,60,0.21,0.2934,12469.5,30030.5,0.7066,2,Não,0.310022
P000336,2,0.266252,NEGAR,0.035,36,0.21,0.21,7140.0,26860.0,0.79,4,Não,0.275622
P000337,5,0.095661,APROVAR,0.0282,24,0.21,0.4664,19448.88,22251.12,0.5336,12,Não,0.095661
P000338,9,0.044015,APROVAR,0.0236,60,0.0,0.3262,10634.12,21965.88,0.6738,2,Não,0.044015
P000339,10,0.031273,APROVAR,0.0227,36,0.0,0.1942,21633.88,89766.12,0.8058,2,Não,0.031273
P000340,6,0.072116,APROVAR,0.0265,36,0.21,0.2631,7051.08,19748.92,0.7369,7,Não,0.072116
P000341,3,0.197394,NEGAR,0.0336,36,0.21,0.21,6636.0,24964.0,0.79,2,Não,0.208281
P000342,6,0.076986,APROVAR,0.0265,48,0.21,0.21,27027.0,101673.0,0.79,3,Não,0.067722
P000343,7,0.063207,APROVAR,0.0256,48,0.0,0.3294,10771.38,21928.62,0.6706,12,Não,0.063207
P000344,9,0.041127,APROVAR,0.0236,60,0.0,0.1491,5263.23,30036.77,0.8509,3,Não,0.041127
P000345,10,0.024819,APROVAR,0.0227,60,0.0,0.4142,13420.08,18979.92,0.5858,4,Não,0.024819
P000346,4,0.119467,NEGAR,0.0303,60,0.21,0.2236,15294.24,53105.76,0.7764,5,Não,0.119467
P000347,9,0.04294,APROVAR,0.0236,24,0.0,0.0782,6060.5,71439.5,0.9218,2,Sim,0.04294
P000348,7,0.058951,APROVAR,0.0256,48,0.0,0.3498,11298.54,21001.46,0.6502,5,Não,0.058951
P000349,8,0.047622,APROVAR,0.0247,48,0.0,0.2307,13657.44,45542.56,0.7693,5,Não,0.047622
P000350,10,0.034685,APROVAR,0.0227,60,0.0,0.4021,15681.9,23318.1,0.5979,6,Não,0.034685
P000351,2,0.226873,NEGAR,0.035,48,0.21,0.21,12075.0,45425.0,0.79,10,Não,0.226514
P000352,1,0.60475,NEGAR,0.035,60,0.21,0.5032,11070.4,10929.6,0.4968,12,Não,0.60475
P000353,2,0.264247,NEGAR,0.035,48,0.21,0.21,4872.0,18328.0,0.79,7,Sim,0.214292
P000354,1,0.396334,NEGAR,0.035,48,0.21,0.2906,6770.98,16529.02,0.7094,1,Sim,0.396334
P000355,8,0.053713,APROVAR,0.0247,60,0.0,0.1589,10074.26,53325.74,0.8411,3,Não,0.053713
P000356,1,0.330137,NEGAR,0.035,36,0.21,0.4663,10258.6,11741.4,0.5337,3,Sim,0.330137
P000357,8,0.053796,APROVAR,0.0247,48,0.0,0.1133,5404.41,42295.59,0.8867,8,Não,0.053796
P000358,8,0.054108,APROVAR,0.0247,60,0.0,0.1434,3685.38,22014.62,0.8566,3,Não,0.054108
P000359,7,0.062316,APROVAR,0.0256,48,0.0,0.1587,13410.15,71089.85,0.8413,5,Não,0.062316
P000360,8,0.052037,APROVAR,0.0247,24,0.0,0.2868,24836.88,61763.12,0.7132,0,Não,0.052037
P000361,10,0.029143,APROVAR,0.0227,60,0.0,0.2122,11607.34,43092.66,0.7878,4,Não,0.029143
P000362,5,0.089162,APROVAR,0.0282,24,0.21,0.21,6573.0,24727.0,0.79,10,Não,0.092193
P000363,2,0.285202,NEGAR,0.035,60,0.21,0.21,5985.0,22515.0,0.79,4,Sim,0.185229
P000364,3,0.207674,NEGAR,0.0336,60,0.21,0.21,8967.0,33733.0,0.79,2,Não,0.198825
P000365,9,0.040714,APROVAR,0.0236,48,0.0,0.0713,3194.24,41605.76,0.9287,3,Não,0.040714
P000366,6,0.066624,APROVAR,0.0265,48,0.21,0.2288,6612.32,22287.68,0.7712,2,Não,0.066624
P000367,3,0.201318,NEGAR,0.0336,60,0.21,0.21,9093.0,34207.0,0.79,5,Não,0.123056
P000368,8,0.045027,APROVAR,0.0247,36,0.0,0.3206,20133.68,42666.32,0.6794,7,Não,0.045027
P000369,9,0.043712,APROVAR,0.0236,24,0.0,0.5612,12851.48,10048.52,0.4388,6,Não,0.043712
P000370,2,0.257552,NEGAR,0.035,60,0.21,0.2365,17548.3,56651.7,0.7635,7,Não,0.257552
P000371,1,0.556037,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,12,Sim,0.537009
P000372,6,0.078975,APROVAR,0.0265,24,0.21,0.21,9912.0,37288.0,0.79,1,Sim,0.081175
P000373,2,0.234511,NEGAR,0.035,24,0.21,0.21,8001.0,30099.0,0.79,6,Não,0.236977
P000374,8,0.051039,APROVAR,0.0247,48,0.0,0.2256,11009.28,37790.72,0.7744,8,Sim,0.051039
P000375,3,0.189054,NEGAR,0.0336,48,0.21,0.21,4620.0,17380.0,0.79,6,Sim,0.188511
P000376,6,0.079448,APROVAR,0.0265,48,0.21,0.21,26712.0,100488.0,0.79,11,Não,0.069425
P000377,10,0.035123,APROVAR,0.0227,48,0.0,0.2047,9539.02,37060.98,0.7953,1,Não,0.035123
P000378,3,0.192347,NEGAR,0.0336,24,0.21,0.2582,11076.78,31823.22,0.7418,4,Sim,0.192347
P000379,8,0.053284,APROVAR,0.0247,24,0.0,0.1429,4201.26,25198.74,0.8571,2,Não,0.053284
P000380,2,0.271037,NEGAR,0.035,48,0.21,0.4801,10562.2,11437.8,0.5199,3,Sim,0.271037
P000381,3,0.164528,NEGAR,0.0336,60,0.21,0.3277,12550.91,25749.09,0.6723,7,Não,0.164528
P000382,10,0.035492,APROVAR,0.0227,48,0.0,0.1199,5071.77,37228.23,0.8801,4,Não,0.035492
P000383,2,0.296584,NEGAR,0.035,48,0.21,0.21,7161.0,26939.0,0.79,1,Sim,0.301041
P000384,5,0.088971,APROVAR,0.0282,48,0.21,0.21,15666.0,58934.0,0.79,2,Não,0.040038
P000385,9,0.039198,APROVAR,0.0236,48,0.0,0.3812,31487.12,51112.88,0.6188,0,Não,0.039198
P000386,5,0.103452,APROVAR,0.0282,48,0.21,0.21,5145.0,19355.0,0.79,3,Não,0.105373
P000387,3,0.190887,NEGAR,0.0336,60,0.21,0.21,11088.0,41712.0,0.79,12,Não,0.136732
P000388,1,0.3026,NEGAR,0.035,24,0.21,0.21,7350.0,27650.0,0.79,1,Não,0.310205
P000389,1,0.380158,NEGAR,0.035,60,0.21,0.21,6279.0,23621.0,0.79,3,Não,0.389882
P000390,10,0.028121,APROVAR,0.0227,48,0.0,0.112,20048.0,158952.0,0.888,1,Não,0.028121
P000391,8,0.047744,APROVAR,0.0247,48,0.0,0.4849,32051.89,34048.11,0.5151,2,Não,0.047744
P000392,5,0.101269,APROVAR,0.0282,60,0.21,0.265,7844.0,21756.0,0.735,1,Não,0.101269
P000393,6,0.071422,APROVAR,0.0265,60,0.21,0.21,8715.0,32785.0,0.79,12,Sim,0.06375
P000394,3,0.148633,NEGAR,0.0336,24,0.21,0.2604,5728.8,16271.2,0.7396,2,Não,0.148633
P000395,3,0.153208,NEGAR,0.0336,60,0.21,0.21,8463.0,31837.0,0.79,5,Não,0.1484
P000396,1,0.425998,NEGAR,0.035,48,0.21,0.2809,6179.8,15820.2,0.7191,6,Não,0.425998
P000397,6,0.074997,APROVAR,0.0265,48,0.21,0.3508,11050.2,20449.8,0.6492,2,Não,0.074997
P000398,9,0.042188,APROVAR,0.0236,48,0.0,0.3638,9822.6,17177.4,0.6362,1,Não,0.042188
P000399,3,0.207082,NEGAR,0.0336,60,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.196258
P000400,2,0.263333,NEGAR,0.035,60,0.21,0.21,6027.0,22673.0,0.79,3,Sim,0.272709
P000401,7,0.061671,APROVAR,0.0256,60,0.0,0.3835,24697.4,39702.6,0.6165,4,Não,0.061671
P000402,9,0.037613,APROVAR,0.0236,24,0.0,0.1729,6224.4,29775.6,0.8271,2,Não,0.037613
P000403,8,0.048785,APROVAR,0.0247,48,0.0,0.1397,3073.4,18926.6,0.8603,4,Sim,0.048785
P000404,1,0.364116,NEGAR,0.035,60,0.21,0.21,8295.0,31205.0,0.79,5,Sim,0.314028
P000405,5,0.096915,APROVAR,0.0282,48,0.21,0.21,14112.0,53088.0,0.79,12,Sim,0.105033
P000406,5,0.090553,APROVAR,0.0282,48,0.21,0.3663,13553.1,23446.9,0.6337,2,Não,0.090553
P000407,2,0.225287,NEGAR,0.035,60,0.21,0.2329,5123.8,16876.2,0.7671,9,Não,0.225287
P000408,7,0.05619,APROVAR,0.0256,36,0.0,0.3158,18347.98,39752.02,0.6842,3,Sim,0.05619
P000409,10,0.036449,APROVAR,0.0227,60,0.0,0.3701,18912.11,32187.89,0.6299,7,Não,0.036449
P000410,10,0.028537,APROVAR,0.0227,48,0.0,0.2542,25445.42,74654.58,0.7458,0,Não,0.028537
P000411,9,0.037823,APROVAR,0.0236,60,0.0,0.0801,20826.0,239174.0,0.9199,1,Não,0.037823
P000412,2,0.274324,NEGAR,0.035,24,0.21,0.21,4872.0,18328.0,0.79,0,Não,0.271429
P000413,2,0.240618,NEGAR,0.035,60,0.21,0.3512,11449.12,21150.88,0.6488,4,Não,0.240618
P000414,6,0.080598,APROVAR,0.0265,60,0.21,0.4483,28736.03,35363.97,0.5517,1,Não,0.080598
P000415,6,0.079284,APROVAR,0.0265,24,0.21,0.21,8484.0,31916.0,0.79,7,Não,0.066395
P000416,4,0.116676,NEGAR,0.0303,60,0.21,0.3129,9731.19,21368.81,0.6871,8,Não,0.116676
P000417,10,0.028699,APROVAR,0.0227,60,0.0,0.2824,10674.72,27125.28,0.7176,7,Não,0.028699
P000418,2,0.216164,NEGAR,0.035,48,0.21,0.2897,12109.46,29690.54,0.7103,5,Sim,0.216164
P000419,2,0.288897,NEGAR,0.035,48,0.21,0.4512,12814.08,15585.92,0.5488,7,Sim,0.288897
P000420,9,0.039767,APROVAR,0.0236,48,0.0,0.3126,9721.86,21378.14,0.6874,7,Não,0.039767
P000421,7,0.055132,APROVAR,0.0256,36,0.0,0.2274,5002.8,16997.2,0.7726,2,Não,0.055132
P000422,7,0.065864,APROVAR,0.0256,24,0.0,0.1336,2939.2,19060.8,0.8664,2,Não,0.065864
P000423,2,0.220346,NEGAR,0.035,36,0.21,0.21,5544.0,20856.0,0.79,7,Sim,0.113552
P000424,2,0.262295,NEGAR,0.035,48,0.21,0.21,14196.0,53404.0,0.79,10,Sim,0.207135
P000425,1,0.316653,NEGAR,0.035,48,0.21,0.366,9186.6,15913.4,0.634,6,Não,0.316653
P000426,10,0.022184,APROVAR,0.0227,24,0.0,0.4837,38550.89,41149.11,0.5163,2,Não,0.022184
P000427,1,0.620258,NEGAR,0.035,48,0.21,0.2356,6149.16,19950.84,0.7644,5,Não,0.620258
P000428,1,0.319262,NEGAR,0.035,48,0.21,0.21,5439.0,20461.0,0.79,2,Não,0.337859
P000429,5,0.085558,APROVAR,0.0282,48,0.21,0.21,11571.0,43529.0,0.79,2,Não,0.055567
P000430,1,0.402894,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,9,Não,0.376295
P000431,3,0.202814,NEGAR,0.0336,24,0.21,0.21,7329.0,27571.0,0.79,5,Não,0.209672
P000432,5,0.087951,APROVAR,0.0282,48,0.21,0.2687,7846.04,21353.96,0.7313,3,Sim,0.087951
P000433,5,0.085559,APROVAR,0.0282,48,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.038679
P000434,5,0.084294,APROVAR,0.0282,48,0.21,0.21,4704.0,17696.0,0.79,7,Sim,0.057402
P000435,3,0.184313,NEGAR,0.0336,48,0.21,0.21,7476.0,28124.0,0.79,8,Não,0.206461
P000436,3,0.205044,NEGAR,0.0336,36,0.21,0.21,9723.0,36577.0,0.79,2,Não,0.196577
P000437,1,0.580404,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,5,Sim,0.472319
P000438,10,0.025044,APROVAR,0.0227,48,0.0,0.3294,20818.08,42381.92,0.6706,2,Não,0.025044
P000439,9,0.037054,APROVAR,0.0236,24,0.0,0.0728,3174.08,40425.92,0.9272,1,Sim,0.037054
P000440,8,0.048995,APROVAR,0.0247,48,0.0,0.1495,3468.4,19731.6,0.8505,7,Não,0.048995
P000441,1,0.321812,NEGAR,0.035,48,0.21,0.2424,6229.68,19470.32,0.7576,12,Sim,0.321812
P000442,3,0.180214,NEGAR,0.0336,36,0.21,0.21,11109.0,41791.0,0.79,3,Não,0.171097
P000443,5,0.096265,APROVAR,0.0282,36,0.21,0.21,6699.0,25201.0,0.79,2,Não,0.054621
P000444,1,0.36888,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,12,Sim,0.32256
P000445,4,0.127109,NEGAR,0.0303,48,0.21,0.21,17031.0,64069.0,0.79,5,Não,0.106175
P000446,5,0.105465,APROVAR,0.0282,24,0.21,0.21,12558.0,47242.0,0.79,4,Sim,0.105303
P000447,1,0.847901,NEGAR,0.035,60,0.21,0.21,6993.0,26307.0,0.79,4,Não,0.836621
P000448,2,0.238918,NEGAR,0.035,24,0.21,0.21,6573.0,24727.0,0.79,4,Não,0.250363
P000449,3,0.182393,NEGAR,0.0336,36,0.21,0.3221,14462.29,30437.71,0.6779,2,Não,0.182393
P000450,9,0.037779,APROVAR,0.0236,36,0.0,0.2994,13173.6,30826.4,0.7006,1,Não,0.037779
P000451,2,0.244448,NEGAR,0.035,48,0.21,0.4769,11207.15,12292.85,0.5231,2,Não,0.244448
P000452,2,0.272059,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,8,Não,0.264283
P000453,1,0.469965,NEGAR,0.035,60,0.21,0.21,7833.0,29467.0,0.79,7,Sim,0.473894
P000454,4,0.109032,NEGAR,0.0303,48,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.062591
P000455,7,0.058882,APROVAR,0.0256,48,0.0,0.0779,9527.17,112772.83,0.9221,2,Não,0.058882
P000456,1,0.568901,NEGAR,0.035,24,0.21,0.2719,7395.68,19804.32,0.7281,12,Sim,0.568901
P000457,2,0.278278,NEGAR,0.035,60,0.21,0.21,19446.0,73154.0,0.79,1,Sim,0.29086
P000458,2,0.25851,NEGAR,0.035,48,0.21,0.3212,7066.4,14933.6,0.6788,3,Sim,0.25851
P000459,9,0.040209,APROVAR,0.0236,24,0.0,0.1338,9432.9,61067.1,0.8662,1,Não,0.040209
P000460,5,0.085138,APROVAR,0.0282,36,0.21,0.2753,8259.0,21741.0,0.7247,6,Não,0.085138
P000461,6,0.068577,APROVAR,0.0265,36,0.21,0.21,17220.0,64780.0,0.79,4,Sim,0.060195
P000462,10,0.035784,APROVAR,0.0227,36,0.0,0.1981,4655.35,18844.65,0.8019,2,Não,0.035784
P000463,10,0.036724,APROVAR,0.0227,24,0.0,0.358,22017.0,39483.0,0.642,1,Não,0.036724
P000464,6,0.067183,APROVAR,0.0265,24,0.21,0.2214,14457.42,50842.58,0.7786,1,Não,0.067183
P000465,1,0.529577,NEGAR,0.035,36,0.21,0.21,5901.0,22199.0,0.79,2,Sim,0.557158
P000466,3,0.151869,NEGAR,0.0336,24,0.21,0.21,8694.0,32706.0,0.79,4,Não,0.139896
P000467,3,0.149655,NEGAR,0.0336,48,0.21,0.2176,6789.12,24410.88,0.7824,3,Não,0.149655
P000468,10,0.034549,APROVAR,0.0227,48,0.0,0.2678,21557.9,58942.1,0.7322,2,Não,0.034549
P000469,5,0.090242,APROVAR,0.0282,48,0.21,0.2786,6129.2,15870.8,0.7214,2,Não,0.090242
P000470,1,0.494419,NEGAR,0.035,60,0.21,0.21,9891.0,37209.0,0.79,1,Não,0.468559
P000471,7,0.06323,APROVAR,0.0256,48,0.0,0.2096,9746.4,36753.6,0.7904,8,Não,0.06323
P000472,8,0.05047,APROVAR,0.0247,60,0.0,0.376,11994.4,19905.6,0.624,4,Sim,0.05047
P000473,4,0.138111,NEGAR,0.0303,48,0.21,0.4893,10764.6,11235.4,0.5107,5,Não,0.138111
P000474,8,0.049072,APROVAR,0.0247,24,0.0,0.1822,5302.02,23797.98,0.8178,1,Não,0.049072
P000475,3,0.190985,NEGAR,0.0336,36,0.21,0.4084,8984.8,13015.2,0.5916,2,Sim,0.190985
P000476,10,0.024216,APROVAR,0.0227,36,0.0,0.3388,31067.96,60632.04,0.6612,1,Não,0.024216
P000477,4,0.120332,NEGAR,0.0303,24,0.21,0.21,11298.0,42502.0,0.79,8,Não,0.118546
P000478,1,0.371837,NEGAR,0.035,60,0.21,0.21,8946.0,33654.0,0.79,3,Não,0.325485
P000479,3,0.196886,NEGAR,0.0336,60,0.21,0.4183,12005.21,16694.79,0.5817,1,Sim,0.196886
P000480,7,0.061705,APROVAR,0.0256,24,0.0,0.4212,19880.64,27319.36,0.5788,3,Não,0.061705
P000481,2,0.233961,NEGAR,0.035,36,0.21,0.21,6993.0,26307.0,0.79,2,Sim,0.246579
P000482,5,0.084225,APROVAR,0.0282,60,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.084626
P000483,7,0.057887,APROVAR,0.0256,48,0.0,0.4143,14997.66,21202.34,0.5857,12,Não,0.057887
P000484,9,0.038445,APROVAR,0.0236,60,0.0,0.1566,6984.36,37615.64,0.8434,3,Não,0.038445
